Sleep_Stage,MeanP_Theta_O2,MedianF_Theta_O2,MeanF_Theta_O2,Spectral Edge_Theta_O2,PeakF_Theta_O2
NREM,0.00084,5.24488,11.23902,8.99122,3.24683
NREM,0.00076,5.36976,11.73854,10.11512,3.74634
NREM,0.00085,4.99512,11.98829,10.11512,4.49561
NREM,0.0008,5.74439,12.23805,11.3639,4.87024
NREM,0.00103,4.87024,10.86439,8.74146,3.62146
NREM,0.00089,5.12,11.23902,9.49073,3.37171
NREM,0.00085,4.87024,11.86341,9.61561,3.62146
NREM,0.00103,5.24488,11.3639,9.74049,4.62049
NREM,0.00081,5.12,11.73854,10.11512,3.49659
NREM,0.0007,5.49463,12.11317,10.48976,3.49659
NREM,0.00079,5.36976,11.73854,10.48976,5.12
NREM,0.00082,5.74439,12.61268,11.61366,4.24585
NREM,0.00081,4.37073,11.11415,8.99122,3.87122
NREM,0.0009,5.74439,11.86341,10.48976,5.74439
NREM,0.00096,5.12,11.98829,9.99024,3.62146
NREM,0.00081,5.24488,12.11317,9.99024,4.87024
NREM,0.00089,5.36976,11.48878,9.74049,3.9961
NREM,0.00087,5.49463,11.48878,9.99024,4.99512
NREM,0.00082,5.49463,12.11317,10.11512,3.49659
NREM,0.00092,5.24488,11.48878,9.49073,4.99512
NREM,0.00104,5.36976,11.86341,9.99024,4.99512
NREM,0.00083,5.12,11.23902,8.99122,4.87024
NREM,0.00144,5.36976,11.48878,10.48976,3.74634
NREM,0.0008,5.36976,11.11415,9.61561,3.49659
NREM,0.00089,5.49463,12.11317,10.11512,4.87024
NREM,0.00085,5.61951,11.73854,10.24,4.62049
NREM,0.00097,5.24488,11.73854,10.48976,3.74634
NREM,0.00091,5.24488,11.98829,10.24,4.99512
NREM,0.00117,5.36976,11.48878,9.1161,4.74537
NREM,0.00115,4.99512,11.23902,9.49073,4.87024
NREM,0.00099,5.24488,11.73854,10.11512,4.12098
NREM,0.00086,4.87024,11.23902,9.49073,4.87024
NREM,0.00109,5.24488,10.98927,8.49171,5.86927
NREM,0.00095,5.36976,11.48878,10.11512,6.36878
NREM,0.00096,4.87024,11.23902,8.99122,4.74537
NREM,0.00114,5.61951,11.73854,10.24,5.86927
NREM,0.00109,4.99512,10.61463,8.74146,4.87024
NREM,0.00088,5.36976,11.61366,10.61463,2.62244
NREM,0.00096,5.24488,11.3639,9.49073,4.87024
NREM,0.00173,5.36976,11.11415,10.36488,3.9961
NREM,0.00149,4.74537,10.61463,8.36683,3.9961
NREM,0.00112,4.87024,10.98927,8.99122,3.74634
NREM,0.00121,5.49463,12.23805,10.61463,5.49463
NREM,0.00121,5.36976,11.48878,9.99024,4.74537
NREM,0.00135,4.99512,11.23902,8.86634,4.99512
NREM,0.0012,4.99512,10.98927,9.1161,4.99512
NREM,0.00128,4.87024,11.48878,9.86537,3.62146
NREM,0.00124,4.87024,11.61366,10.11512,3.49659
NREM,0.00119,4.99512,10.73951,8.61659,4.87024
NREM,0.00143,4.99512,11.23902,9.86537,3.62146
NREM,0.00126,4.87024,11.48878,9.1161,5.86927
NREM,0.00128,4.62049,10.73951,8.49171,3.62146
NREM,0.00132,4.87024,11.23902,8.86634,5.12
NREM,0.00118,4.87024,10.48976,8.49171,4.74537
NREM,0.00142,5.24488,11.23902,8.99122,4.74537
NREM,0.00116,4.37073,10.98927,8.61659,3.9961
NREM,0.00124,4.87024,11.23902,9.36585,4.74537
NREM,0.00125,4.74537,10.61463,8.36683,4.62049
NREM,0.00131,4.87024,11.11415,8.86634,4.87024
NREM,0.0012,4.87024,10.98927,9.36585,3.74634
NREM,0.00126,4.74537,10.98927,8.61659,3.37171
NREM,0.00248,4.74537,11.3639,10.73951,5.24488
NREM,0.00789,3.49659,9.61561,7.3678,3.37171
NREM,0.00182,4.74537,11.23902,9.49073,3.12195
NREM,0.00097,4.37073,11.61366,9.61561,3.49659
NREM,0.00092,4.74537,11.73854,9.1161,4.49561
NREM,0.00118,5.12,11.73854,10.11512,3.37171
NREM,0.00115,5.24488,11.48878,9.61561,5.61951
NREM,0.00085,5.12,11.86341,10.11512,5.99415
NREM,0.00093,4.99512,11.61366,9.99024,3.24683
NREM,0.00122,4.62049,10.48976,8.61659,3.49659
NREM,0.00114,5.61951,11.73854,10.11512,5.61951
NREM,0.00121,4.87024,11.73854,9.74049,5.49463
NREM,0.00118,4.74537,11.61366,9.74049,4.74537
NREM,0.00109,4.49561,11.3639,8.61659,3.9961
NREM,0.00161,4.99512,11.23902,9.74049,4.49561
NREM,0.00102,5.24488,11.86341,10.48976,4.49561
NREM,0.00092,4.74537,12.23805,10.36488,4.37073
NREM,0.00101,5.12,11.73854,10.11512,3.62146
NREM,0.00106,4.87024,11.61366,9.1161,3.62146
NREM,0.00091,4.87024,11.86341,9.74049,4.12098
NREM,0.00183,5.24488,11.11415,10.24,3.74634
NREM,0.00096,5.36976,11.86341,9.61561,6.11902
NREM,0.00109,5.24488,11.3639,9.86537,4.74537
NREM,0.00102,4.49561,11.86341,9.36585,3.49659
NREM,0.00088,4.87024,12.23805,10.98927,3.62146
NREM,0.00075,4.87024,11.73854,10.24,4.62049
NREM,0.00105,5.12,11.86341,9.99024,5.24488
NREM,0.00074,5.24488,11.86341,10.24,5.49463
NREM,0.00098,5.24488,11.73854,10.36488,4.24585
NREM,0.00107,4.99512,11.23902,9.61561,4.37073
NREM,0.00089,5.12,11.61366,9.86537,4.99512
NREM,0.0008,4.99512,10.98927,9.24098,3.74634
NREM,0.00116,5.12,11.61366,10.73951,5.12
NREM,0.001,5.36976,11.86341,10.61463,4.49561
NREM,0.00077,5.12,11.11415,9.1161,3.9961
NREM,0.00097,5.12,11.98829,10.24,4.74537
NREM,0.00099,5.36976,11.3639,9.49073,5.49463
NREM,0.00095,5.24488,11.61366,9.24098,3.87122
NREM,0.001,4.99512,11.73854,10.36488,4.62049
NREM,0.00099,5.12,11.61366,9.61561,5.61951
NREM,0.00108,4.99512,11.23902,9.49073,4.99512
NREM,0.0009,4.62049,11.3639,9.86537,4.99512
NREM,0.00097,5.36976,11.73854,10.61463,5.61951
NREM,0.00094,4.99512,11.3639,9.74049,4.87024
NREM,0.00099,5.12,11.98829,10.24,5.24488
NREM,0.00112,4.87024,11.23902,8.86634,3.9961
NREM,0.00106,4.74537,11.3639,9.49073,3.74634
NREM,0.00128,4.62049,11.23902,9.74049,2.2478
NREM,0.00093,5.12,11.23902,9.99024,3.87122
NREM,0.00102,4.99512,11.11415,8.99122,5.12
NREM,0.00115,4.87024,11.3639,9.99024,4.87024
NREM,0.00099,4.74537,11.61366,9.86537,3.49659
NREM,0.00089,5.12,11.61366,9.74049,4.62049
NREM,0.00104,4.87024,11.23902,9.1161,4.12098
NREM,0.00092,5.24488,11.23902,9.61561,3.9961
NREM,0.00091,4.87024,10.61463,8.61659,3.49659
NREM,0.00091,4.62049,11.48878,9.24098,4.87024
NREM,0.00115,4.87024,11.61366,9.49073,3.74634
NREM,0.00085,4.99512,11.3639,9.99024,6.61854
NREM,0.00096,4.74537,10.86439,8.99122,4.74537
NREM,0.00106,4.74537,11.3639,10.24,4.87024
NREM,0.00104,4.87024,11.48878,10.11512,4.74537
NREM,0.00092,4.74537,11.48878,9.49073,3.74634
NREM,0.00112,4.74537,11.73854,9.61561,4.62049
NREM,0.00113,5.24488,11.48878,9.99024,3.9961
NREM,0.00073,5.49463,12.11317,10.61463,3.62146
NREM,0.00123,5.49463,11.73854,10.24,3.74634
NREM,0.0009,5.36976,11.48878,9.61561,4.62049
NREM,0.00037,6.11902,11.3639,9.86537,7.9922
NREM,0.00038,5.86927,11.11415,9.74049,4.74537
NREM,0.00039,5.61951,10.98927,8.99122,6.99317
NREM,0.00034,5.49463,11.11415,9.61561,4.74537
NREM,0.00034,5.99415,10.98927,9.36585,4.62049
NREM,0.00034,5.61951,10.98927,9.86537,4.62049
NREM,0.00037,5.99415,10.98927,9.74049,6.11902
NREM,0.0005,6.11902,10.86439,9.1161,7.11805
REM,0.00038,6.11902,11.23902,9.61561,6.86829
REM,0.00036,6.11902,11.23902,9.49073,7.11805
REM,0.00035,6.36878,10.86439,9.36585,7.24293
NREM,0.00342,4.87024,10.86439,8.24195,6.61854
NREM,0.00034,5.86927,11.61366,9.74049,4.99512
REM,0.0006,5.74439,11.23902,9.1161,6.74341
NREM,0.00938,4.37073,10.73951,7.86732,2.12293
REM,0.00045,6.11902,10.86439,9.49073,4.49561
REM,0.00044,5.99415,10.73951,8.74146,4.62049
REM,0.00037,6.61854,10.24,9.1161,4.49561
REM,0.00043,5.86927,11.3639,9.99024,4.74537
REM,0.00042,6.2439,11.48878,10.24,4.74537
REM,0.00028,6.11902,10.98927,9.61561,4.62049
REM,0.00031,6.49366,11.23902,9.99024,7.11805
REM,0.0003,5.99415,11.11415,9.61561,6.99317
REM,0.00033,6.74341,10.98927,9.86537,6.99317
REM,0.00034,6.49366,10.86439,9.49073,7.9922
REM,0.00035,6.2439,10.98927,9.49073,5.74439
REM,0.00027,6.49366,10.86439,9.61561,6.99317
REM,0.00031,6.49366,11.3639,10.24,4.74537
REM,0.00036,6.49366,10.73951,9.61561,7.11805
REM,0.00029,6.61854,10.61463,9.74049,6.74341
REM,0.00031,6.86829,10.73951,9.86537,8.24195
REM,0.00035,6.49366,10.48976,9.1161,6.99317
REM,0.00029,6.36878,10.73951,9.49073,5.36976
REM,0.00028,6.99317,10.98927,10.36488,7.11805
REM,0.00029,6.36878,10.73951,9.99024,4.74537
REM,0.0003,6.61854,10.86439,9.74049,6.86829
REM,0.00027,6.61854,10.86439,9.86537,6.74341
REM,0.00036,6.86829,10.36488,9.49073,7.24293
REM,0.00038,6.49366,10.48976,9.24098,7.24293
REM,0.00031,6.49366,10.48976,9.1161,5.49463
REM,0.00062,7.86732,10.73951,9.86537,8.36683
REM,0.00038,6.49366,10.36488,9.49073,6.99317
REM,0.0003,6.61854,11.23902,9.61561,6.86829
REM,0.0003,6.61854,10.86439,9.49073,6.86829
REM,0.00025,5.86927,10.86439,9.61561,4.62049
REM,0.00026,6.11902,10.48976,9.36585,6.99317
REM,0.00044,7.3678,10.73951,9.99024,9.24098
REM,0.0003,6.61854,11.48878,10.36488,3.49659
REM,0.00033,6.49366,10.86439,9.49073,3.49659
REM,0.00045,7.3678,10.86439,9.99024,6.61854
REM,0.00026,6.36878,10.73951,9.49073,3.49659
REM,0.00028,6.36878,10.98927,9.61561,6.86829
REM,0.00038,6.74341,10.86439,9.74049,4.62049
REM,0.00031,6.49366,10.73951,9.74049,5.86927
REM,0.00025,6.36878,11.48878,9.99024,4.62049
REM,0.00029,6.49366,11.23902,10.11512,4.62049
REM,0.00027,5.74439,11.23902,9.99024,4.62049
REM,0.00032,6.86829,10.61463,9.74049,6.99317
REM,0.00029,5.99415,10.98927,9.61561,6.11902
REM,0.00033,6.11902,10.86439,9.61561,3.62146
REM,0.00033,6.61854,10.48976,9.36585,6.86829
REM,0.00029,6.61854,10.86439,9.74049,4.62049
REM,0.00031,6.11902,10.61463,9.49073,7.61756
NREM,0.00032,5.99415,11.11415,9.61561,5.61951
NREM,0.00035,5.36976,10.36488,9.24098,4.49561
NREM,0.00029,6.2439,10.73951,9.49073,3.49659
NREM,0.00029,5.74439,10.98927,9.36585,6.86829
REM,0.00034,6.74341,10.61463,9.49073,7.86732
REM,0.00036,6.49366,10.73951,9.61561,4.49561
REM,0.0003,5.61951,10.48976,9.1161,4.62049
REM,0.00044,6.36878,10.48976,9.1161,6.49366
NREM,0.00038,5.86927,10.98927,9.61561,5.49463
NREM,0.00032,6.36878,10.36488,9.49073,4.62049
NREM,0.00029,5.86927,10.98927,9.74049,4.74537
NREM,0.00034,5.86927,11.11415,9.74049,4.49561
NREM,0.00035,6.2439,10.73951,9.74049,3.49659
NREM,0.00034,6.36878,10.24,9.1161,7.61756
NREM,0.00034,6.49366,11.23902,9.86537,6.86829
NREM,0.00036,5.74439,10.61463,8.86634,4.37073
NREM,0.0003,5.99415,10.36488,8.99122,4.49561
NREM,0.00036,5.36976,10.73951,8.99122,4.62049
NREM,0.00034,6.61854,10.73951,9.36585,6.74341
NREM,0.00049,6.61854,10.11512,9.36585,7.74244
NREM,0.0004,6.2439,10.98927,9.49073,4.49561
NREM,0.00035,5.61951,10.98927,9.1161,4.49561
NREM,0.00037,5.99415,10.73951,9.24098,6.99317
NREM,0.00035,5.99415,10.73951,9.24098,4.62049
NREM,0.00039,5.86927,10.61463,9.1161,4.49561
NREM,0.0004,5.99415,10.98927,9.74049,4.37073
NREM,0.00044,5.36976,10.36488,9.1161,4.62049
NREM,0.00053,5.74439,10.48976,8.61659,5.61951
NREM,0.0005,6.11902,10.98927,9.74049,4.37073
NREM,0.00049,5.49463,10.73951,9.1161,4.62049
NREM,0.00048,5.61951,10.73951,8.74146,6.36878
NREM,0.00053,5.74439,10.36488,8.74146,4.62049
NREM,0.00047,5.49463,10.24,8.74146,6.61854
NREM,0.00048,5.36976,10.36488,8.49171,5.74439
NREM,0.0005,5.74439,10.36488,8.74146,5.74439
NREM,0.00048,5.61951,10.61463,8.99122,4.49561
NREM,0.00057,5.74439,10.73951,9.24098,4.99512
NREM,0.00041,5.99415,11.48878,10.36488,5.99415
NREM,0.00038,6.11902,10.48976,9.1161,6.49366
NREM,0.00044,5.24488,10.86439,8.86634,3.24683
NREM,0.00039,5.12,10.73951,9.1161,5.24488
NREM,0.00044,5.61951,10.73951,8.74146,4.24585
NREM,0.00046,5.61951,10.36488,8.61659,4.37073
NREM,0.00045,5.86927,10.48976,8.74146,6.2439
NREM,0.00047,5.61951,10.24,8.74146,5.49463
NREM,0.00051,5.49463,10.73951,8.86634,5.86927
NREM,0.0005,5.61951,10.61463,8.74146,5.36976
NREM,0.00042,5.99415,10.36488,9.1161,4.24585
NREM,0.00049,5.49463,10.73951,8.99122,6.11902
NREM,0.00051,5.36976,9.86537,8.74146,5.36976
NREM,0.00047,5.74439,10.36488,9.1161,5.49463
NREM,0.00047,5.86927,10.61463,8.86634,6.2439
NREM,0.00047,5.36976,10.73951,8.61659,4.37073
NREM,0.00048,5.61951,10.61463,8.74146,6.49366
NREM,0.00054,4.99512,10.48976,8.74146,4.37073
NREM,0.00048,5.61951,10.73951,8.74146,6.61854
NREM,0.00059,5.12,10.61463,8.61659,4.87024
NREM,0.00042,4.74537,10.48976,8.61659,4.37073
NREM,0.0005,5.24488,9.99024,8.61659,3.62146
NREM,0.00057,4.99512,9.99024,8.61659,3.9961
NREM,0.00052,5.24488,9.86537,8.36683,3.9961
NREM,0.00052,5.36976,10.11512,8.24195,5.74439
NREM,0.0005,5.36976,10.11512,8.49171,7.86732
NREM,0.00052,5.36976,9.86537,8.49171,3.37171
NREM,0.00049,5.12,10.11512,8.49171,4.24585
NREM,0.00046,5.24488,10.24,8.49171,4.37073
NREM,0.00055,5.61951,9.99024,8.49171,4.49561
NREM,0.00054,5.12,9.86537,8.11707,3.74634
NREM,0.00048,5.36976,10.36488,8.61659,7.49268
NREM,0.00051,4.99512,9.74049,8.11707,4.24585
NREM,0.00047,5.36976,10.61463,8.86634,4.37073
NREM,0.00053,5.12,9.74049,8.11707,4.12098
NREM,0.00048,4.74537,10.36488,8.11707,4.74537
NREM,0.00049,4.87024,9.86537,8.24195,4.24585
NREM,0.00062,4.87024,9.74049,7.9922,4.37073
NREM,0.00056,4.74537,9.86537,7.9922,3.87122
NREM,0.00051,5.24488,9.86537,8.36683,4.24585
NREM,0.00058,5.12,9.99024,8.11707,3.24683
NREM,0.00042,5.24488,10.61463,8.61659,4.24585
NREM,0.00048,4.99512,9.74049,8.11707,4.37073
NREM,0.00048,5.12,10.24,8.24195,4.37073
NREM,0.00053,5.12,10.36488,8.49171,3.74634
NREM,0.00051,4.99512,9.49073,7.74244,4.24585
NREM,0.00053,4.99512,9.61561,7.9922,6.49366
NREM,0.0005,4.87024,9.86537,8.24195,5.49463
NREM,0.0005,5.12,9.24098,8.11707,4.37073
NREM,0.00051,5.36976,9.99024,8.36683,5.74439
NREM,0.00047,5.24488,9.74049,8.11707,4.24585
NREM,0.00119,5.24488,11.86341,10.24,5.24488
NREM,0.0007,5.36976,11.11415,9.61561,4.49561
NREM,0.00091,6.11902,12.23805,11.23902,3.49659
NREM,0.00085,5.61951,11.73854,10.11512,5.49463
NREM,0.00091,5.49463,11.98829,10.61463,4.62049
NREM,0.00133,6.99317,12.36293,11.3639,7.61756
NREM,0.0008,5.36976,11.23902,9.24098,4.37073
NREM,0.00079,5.24488,12.36293,10.36488,5.24488
NREM,0.00082,5.61951,12.4878,11.48878,4.37073
NREM,0.00101,5.49463,11.73854,9.1161,4.62049
NREM,0.00123,5.99415,11.86341,9.49073,3.74634
NREM,0.00085,5.36976,11.86341,10.11512,4.12098
NREM,0.00076,5.36976,11.86341,10.61463,3.9961
NREM,0.00064,5.36976,12.73756,11.11415,4.74537
NREM,0.00081,5.61951,11.98829,10.86439,4.37073
NREM,0.00088,4.74537,11.23902,9.1161,3.9961
NREM,0.00076,5.86927,12.36293,11.23902,6.36878
NREM,0.00073,5.61951,12.11317,11.11415,5.61951
NREM,0.00094,5.24488,11.61366,10.24,5.24488
NREM,0.00077,5.24488,12.4878,10.86439,3.9961
NREM,0.00107,5.61951,11.73854,9.86537,6.36878
NREM,0.00088,5.36976,11.73854,9.61561,5.49463
NREM,0.00118,4.87024,12.11317,10.61463,2.74732
NREM,0.00057,6.36878,11.73854,10.24,5.36976
NREM,0.00034,5.86927,10.36488,8.86634,6.11902
NREM,0.00038,5.49463,10.73951,8.99122,4.37073
NREM,0.00034,6.11902,10.73951,9.1161,6.61854
REM,0.00028,5.86927,10.24,8.99122,5.86927
REM,0.00023,6.61854,11.23902,10.24,4.62049
REM,0.00026,6.2439,11.11415,9.99024,4.62049
REM,0.00027,6.36878,10.61463,9.61561,4.49561
REM,0.0005,8.11707,9.99024,9.61561,9.49073
REM,0.00026,6.36878,10.24,9.24098,6.11902
REM,0.00023,6.36878,10.61463,8.86634,6.36878
REM,0.00025,6.36878,10.86439,9.86537,6.86829
REM,0.00021,6.49366,10.73951,9.99024,6.86829
REM,0.00024,6.74341,10.98927,9.99024,6.99317
REM,0.00062,6.99317,10.48976,9.36585,7.49268
NREM,0.00087,6.36878,10.61463,9.1161,6.99317
NREM,0.00069,5.74439,11.11415,8.99122,6.74341
REM,0.00097,5.74439,9.99024,8.74146,4.49561
REM,0.00073,5.36976,10.86439,8.74146,5.49463
REM,0.00082,5.49463,10.36488,8.49171,5.36976
REM,0.00068,5.36976,10.73951,9.1161,4.37073
REM,0.00095,5.74439,10.11512,8.49171,6.49366
REM,0.00087,5.74439,10.24,8.61659,7.11805
REM,0.00062,5.36976,11.3639,9.24098,5.61951
REM,0.00087,5.12,9.99024,8.24195,3.62146
REM,0.00092,5.24488,10.24,8.49171,5.36976
REM,0.00092,5.86927,10.24,8.49171,6.99317
REM,0.00093,5.61951,10.11512,8.24195,5.86927
REM,0.00087,5.49463,10.48976,8.74146,4.37073
REM,0.00087,5.49463,9.86537,8.61659,5.12
REM,0.0008,5.36976,9.74049,8.49171,4.87024
REM,0.00078,5.61951,10.11512,8.49171,4.74537
REM,0.00078,5.61951,10.11512,8.61659,3.49659
REM,0.0007,5.61951,9.86537,8.24195,5.86927
REM,0.00068,5.36976,9.74049,8.24195,4.74537
REM,0.00081,5.61951,9.61561,8.74146,5.24488
REM,0.00055,5.61951,10.86439,8.99122,3.37171
REM,0.00063,5.61951,10.11512,8.49171,6.61854
REM,0.00057,5.49463,10.73951,8.86634,6.74341
REM,0.00061,5.61951,10.36488,8.74146,4.37073
REM,0.00094,5.61951,11.3639,9.74049,7.9922
NREM,0.00069,5.36976,10.61463,8.86634,5.74439
NREM,0.00084,5.61951,9.99024,8.61659,5.74439
REM,0.00091,5.24488,10.86439,8.74146,5.12
REM,0.00071,5.61951,10.36488,8.49171,5.12
REM,0.00094,5.12,9.74049,7.86732,5.24488
REM,0.00083,5.61951,9.61561,8.11707,4.87024
NREM,0.00113,6.74341,10.11512,9.1161,7.3678
REM,0.00069,5.61951,10.61463,8.74146,5.12
REM,0.00072,5.86927,10.24,8.61659,6.36878
REM,0.00064,5.86927,10.24,8.74146,4.62049
REM,0.00076,5.12,10.61463,8.86634,4.24585
REM,0.00095,5.24488,9.99024,8.36683,4.74537
REM,0.001,5.86927,10.24,9.24098,4.62049
REM,0.00072,5.24488,10.11512,8.11707,4.74537
REM,0.0009,5.12,10.61463,8.49171,4.24585
NREM,0.00108,7.3678,10.36488,9.49073,8.24195
REM,0.00104,6.36878,9.99024,8.49171,7.24293
REM,0.00061,5.49463,11.11415,9.1161,5.49463
REM,0.00072,5.24488,11.73854,9.49073,4.24585
NREM,0.00108,5.12,9.99024,8.11707,5.36976
NREM,0.00087,6.61854,10.36488,9.24098,7.61756
NREM,0.0006,5.36976,10.98927,9.1161,5.36976
NREM,0.0007,5.36976,10.86439,8.74146,4.87024
NREM,0.001,5.61951,12.4878,9.99024,3.87122
NREM,0.00124,4.99512,10.98927,8.74146,3.24683
NREM,0.00038,5.99415,10.98927,10.24,5.24488
NREM,0.00052,5.99415,10.73951,9.99024,6.99317
NREM,0.00048,7.11805,11.11415,10.36488,7.86732
NREM,0.00071,7.74244,10.86439,10.48976,9.74049
NREM,0.00054,6.2439,10.86439,9.49073,4.37073
NREM,0.00041,7.24293,11.11415,10.61463,7.86732
NREM,0.001,7.86732,10.48976,10.24,7.24293
NREM,0.00149,9.49073,10.61463,10.36488,9.99024
NREM,0.00063,7.9922,10.24,9.99024,9.74049
NREM,0.00045,5.36976,11.11415,9.36585,4.74537
NREM,0.00049,6.2439,11.61366,10.61463,4.12098
NREM,0.00069,5.12,10.24,8.74146,4.12098
NREM,0.00084,5.74439,10.61463,8.99122,6.2439
NREM,0.00095,5.12,11.11415,8.86634,4.49561
NREM,0.00081,5.12,10.86439,9.36585,4.74537
NREM,0.00104,5.24488,10.61463,8.74146,5.12
NREM,0.00092,5.12,11.48878,9.1161,4.62049
NREM,0.00176,5.49463,11.11415,9.1161,4.49561
NREM,0.0014,5.74439,11.3639,9.24098,4.12098
NREM,0.00216,5.36976,10.73951,8.99122,4.99512
NREM,0.00166,5.86927,11.3639,9.1161,5.86927
NREM,0.00245,8.99122,10.36488,10.11512,9.49073
NREM,0.0016,8.86634,10.11512,9.99024,9.86537
NREM,0.00088,5.49463,10.48976,9.24098,5.49463
NREM,0.00114,5.24488,10.61463,8.86634,5.74439
NREM,0.00097,5.49463,11.3639,9.1161,4.24585
NREM,0.00161,9.49073,10.11512,9.86537,9.74049
NREM,0.00149,9.49073,10.48976,10.24,9.74049
NREM,0.0006,5.61951,10.86439,9.24098,5.86927
NREM,0.00089,5.36976,10.36488,8.99122,4.99512
NREM,0.0015,5.24488,10.36488,8.61659,4.24585
NREM,0.001,5.49463,11.11415,9.24098,5.74439
NREM,0.00159,5.86927,10.61463,9.1161,6.11902
NREM,0.00154,5.36976,10.61463,8.86634,5.36976
NREM,0.0015,5.99415,11.3639,9.61561,4.87024
NREM,0.00166,5.49463,10.73951,8.86634,4.74537
NREM,0.00183,5.61951,11.11415,9.61561,4.62049
NREM,0.00161,5.61951,10.48976,8.86634,4.62049
NREM,0.0029,5.24488,10.48976,8.61659,5.24488
NREM,0.00198,5.86927,10.11512,8.74146,5.49463
NREM,0.00167,5.99415,10.11512,8.86634,4.24585
NREM,0.00193,5.49463,10.48976,9.61561,1.49854
NREM,0.00175,5.61951,10.61463,8.99122,5.49463
NREM,0.00165,5.61951,11.3639,9.24098,6.86829
NREM,0.00192,5.61951,10.61463,8.99122,5.74439
NREM,0.00182,5.74439,9.61561,8.24195,6.11902
NREM,0.00222,5.49463,10.24,8.61659,5.99415
NREM,0.00217,5.74439,11.11415,8.86634,5.36976
NREM,0.00218,5.36976,10.36488,8.61659,5.49463
NREM,0.00215,5.49463,9.99024,8.61659,6.2439
NREM,0.00228,5.24488,10.11512,8.49171,4.37073
NREM,0.00243,5.49463,9.74049,8.24195,5.61951
NREM,0.00201,5.61951,9.86537,8.36683,6.2439
NREM,0.00238,5.49463,9.24098,8.11707,5.86927
NREM,0.00206,5.61951,10.24,8.99122,3.9961
NREM,0.00264,5.24488,9.86537,8.11707,5.61951
NREM,0.00231,5.24488,10.11512,8.61659,4.87024
NREM,0.00214,5.36976,9.99024,7.9922,5.24488
NREM,0.00196,5.61951,9.99024,8.74146,4.87024
NREM,0.0014,5.74439,9.99024,8.74146,5.36976
NREM,0.00219,5.61951,10.36488,8.49171,7.11805
NREM,0.00195,5.36976,9.74049,8.36683,4.99512
NREM,0.00203,5.61951,9.24098,8.24195,6.2439
NREM,0.00186,5.74439,9.99024,8.61659,6.74341
NREM,0.00189,5.99415,10.36488,9.24098,5.86927
NREM,0.00265,5.74439,9.99024,8.49171,5.49463
NREM,0.00267,5.61951,9.49073,8.36683,5.61951
NREM,0.00206,5.36976,9.74049,8.49171,5.49463
NREM,0.00437,3.49659,10.73951,9.36585,1.49854
NREM,0.00061,5.36976,10.61463,8.86634,5.36976
NREM,0.00063,5.61951,10.24,8.99122,5.86927
NREM,0.00102,5.61951,10.61463,8.74146,5.74439
NREM,0.00104,5.74439,10.61463,9.1161,6.74341
NREM,0.00143,6.86829,10.73951,10.48976,10.48976
NREM,0.0011,8.99122,10.86439,10.24,9.74049
NREM,0.00127,5.61951,10.24,8.99122,6.49366
NREM,0.00153,5.49463,10.48976,8.86634,5.12
NREM,0.00092,5.86927,10.48976,8.99122,5.99415
NREM,0.00122,5.24488,11.11415,8.99122,4.49561
NREM,0.00097,5.49463,10.98927,9.1161,5.36976
NREM,0.00155,5.24488,10.61463,8.99122,4.74537
NREM,0.00108,5.36976,10.73951,9.49073,5.36976
NREM,0.00144,5.61951,10.61463,8.86634,5.24488
NREM,0.00175,5.36976,10.11512,8.24195,4.62049
NREM,0.0014,5.99415,10.24,9.36585,6.2439
NREM,0.00118,5.12,9.99024,8.74146,4.99512
NREM,0.00119,5.36976,10.73951,8.99122,5.24488
NREM,0.00159,4.99512,10.11512,8.61659,3.87122
NREM,0.00107,6.2439,10.48976,9.24098,6.99317
NREM,0.00163,5.61951,10.73951,8.74146,6.61854
NREM,0.00173,5.24488,10.48976,8.86634,4.24585
NREM,0.00161,5.86927,11.23902,9.49073,6.2439
NREM,0.00136,5.61951,10.11512,8.74146,5.61951
NREM,0.00126,5.61951,10.86439,9.24098,3.49659
NREM,0.00135,5.36976,9.99024,8.61659,5.61951
NREM,0.01501,3.24683,9.61561,6.2439,2.8722
NREM,0.00066,5.24488,11.11415,8.99122,4.49561
NREM,0.0009,5.49463,10.98927,9.1161,3.87122
NREM,0.00125,5.24488,10.61463,8.61659,4.87024
NREM,0.00147,4.87024,11.11415,8.61659,4.74537
NREM,0.00087,5.12,11.23902,9.24098,4.62049
NREM,0.00117,5.49463,11.3639,9.24098,4.99512
NREM,0.00107,5.49463,11.61366,9.1161,6.49366
NREM,0.00199,4.99512,10.61463,8.99122,4.24585
NREM,0.00136,5.86927,11.3639,10.48976,5.49463
NREM,0.00072,5.24488,10.86439,9.1161,3.9961
NREM,0.00092,5.61951,10.61463,9.1161,6.2439
NREM,0.00184,5.99415,10.86439,9.74049,3.87122
NREM,0.00117,5.61951,10.73951,9.1161,5.61951
NREM,0.00137,5.49463,10.73951,9.49073,3.49659
NREM,0.00096,5.86927,10.73951,9.74049,5.12
NREM,0.00129,5.49463,11.73854,9.49073,4.62049
NREM,0.00151,5.12,10.48976,9.36585,4.49561
NREM,0.00124,5.61951,10.73951,9.36585,5.49463
NREM,0.00118,6.11902,10.73951,9.86537,5.49463
NREM,0.00121,5.49463,11.11415,8.99122,4.74537
NREM,0.00167,5.61951,10.98927,8.99122,4.49561
NREM,0.0014,5.61951,10.73951,8.99122,4.87024
