Sleep_Stage,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2
NREM,0.00094,1.49854,6.49366,3.9961,0.49951
NREM,0.00077,0.87415,7.11805,3.87122,0.62439
NREM,0.00092,1.49854,6.36878,5.24488,0.37463
NREM,0.00155,0.74927,7.3678,2.99707,0.62439
NREM,0.0006,1.37366,7.11805,4.87024,0.49951
NREM,0.00076,1.24878,6.74341,4.37073,0.37463
NREM,0.00092,1.87317,6.2439,4.24585,0.49951
NREM,0.00165,1.74829,6.11902,4.37073,0.99902
NREM,0.00082,1.24878,6.36878,4.24585,0.62439
NREM,0.00117,0.74927,6.11902,4.24585,0.49951
NREM,0.00107,1.74829,6.2439,4.37073,0.49951
NREM,0.00096,1.49854,5.74439,3.24683,0.62439
NREM,0.00097,1.74829,5.99415,3.74634,0.49951
NREM,0.00068,0.99902,5.74439,2.99707,0.74927
NREM,0.00058,0.99902,6.61854,3.37171,0.49951
NREM,0.001,1.49854,6.2439,3.74634,0.37463
NREM,0.00098,1.24878,6.11902,3.87122,0.62439
NREM,0.00096,1.62341,6.2439,4.49561,0.49951
NREM,0.00099,1.49854,6.11902,4.99512,0.37463
NREM,0.00074,1.24878,6.11902,4.12098,0.37463
NREM,0.0011,1.87317,5.86927,3.9961,0.62439
NREM,0.00127,1.37366,5.86927,3.9961,0.49951
NREM,0.00103,1.49854,5.74439,3.49659,2.8722
REM,0.00105,1.49854,5.61951,3.49659,0.99902
REM,0.00069,1.37366,6.2439,3.87122,0.37463
REM,0.00103,1.62341,5.86927,3.87122,0.37463
REM,0.00086,1.1239,5.61951,3.62146,0.49951
REM,0.00062,1.49854,6.11902,3.74634,0.49951
REM,0.00078,1.37366,6.36878,3.9961,1.24878
REM,0.00091,1.37366,5.86927,3.74634,0.87415
REM,0.00075,1.24878,5.61951,3.74634,0.62439
REM,0.00075,0.99902,6.2439,3.49659,0.62439
REM,0.00065,1.62341,6.11902,3.87122,0.49951
REM,0.0013,0.87415,5.74439,3.12195,0.49951
REM,0.00106,0.74927,5.74439,2.74732,0.62439
NREM,0.00049,0.87415,6.61854,3.74634,0.74927
NREM,0.00075,0.87415,7.11805,3.74634,0.49951
NREM,0.00074,0.87415,6.99317,3.74634,0.49951
NREM,0.00083,1.1239,6.61854,3.9961,0.74927
NREM,0.00084,0.87415,7.61756,4.12098,0.49951
NREM,0.00091,1.24878,6.49366,3.62146,0.37463
NREM,0.00072,1.1239,6.74341,4.24585,0.62439
NREM,0.00218,0.87415,5.61951,2.37268,0.49951
NREM,0.00075,0.99902,7.24293,4.12098,0.62439
NREM,0.00074,0.99902,6.61854,3.9961,0.62439
NREM,0.0017,0.99902,5.74439,2.99707,0.87415
NREM,0.00149,0.99902,6.2439,3.12195,0.62439
NREM,0.00126,0.74927,6.49366,3.37171,0.49951
NREM,0.00148,1.99805,5.86927,3.9961,1.87317
NREM,0.00086,0.74927,6.74341,3.37171,0.49951
NREM,0.00099,1.24878,6.49366,3.62146,0.49951
NREM,0.00144,1.49854,6.2439,3.9961,0.87415
NREM,0.00079,1.37366,6.49366,4.24585,0.37463
NREM,0.00121,1.99805,5.99415,4.24585,1.62341
NREM,0.00208,1.49854,5.99415,3.9961,0.37463
NREM,0.00087,1.24878,6.36878,3.74634,0.49951
NREM,0.00189,1.74829,6.2439,3.9961,0.74927
NREM,0.00125,1.37366,6.49366,3.87122,0.62439
NREM,0.00169,1.62341,5.99415,3.74634,0.62439
NREM,0.00133,1.49854,6.2439,3.87122,0.87415
NREM,0.00167,1.62341,6.2439,3.9961,0.99902
NREM,0.001,1.49854,6.49366,3.9961,0.49951
NREM,0.00149,1.62341,6.36878,4.87024,1.37366
NREM,0.00164,1.62341,6.2439,4.37073,1.24878
NREM,0.00154,1.37366,6.36878,3.87122,0.49951
NREM,0.00112,1.62341,6.49366,3.87122,0.49951
NREM,0.00243,1.49854,5.99415,3.87122,0.74927
NREM,0.00166,1.37366,6.49366,4.37073,0.49951
NREM,0.00165,1.49854,6.2439,3.74634,1.24878
NREM,0.00184,1.49854,5.74439,3.74634,0.99902
NREM,0.00147,1.62341,6.61854,3.87122,0.49951
NREM,0.00176,1.49854,6.49366,3.62146,0.49951
NREM,0.00207,1.49854,6.11902,3.62146,0.62439
NREM,0.00161,1.49854,6.36878,3.74634,0.62439
NREM,0.0022,1.49854,6.2439,3.74634,0.74927
NREM,0.00177,1.1239,6.11902,3.62146,0.87415
NREM,0.00223,1.37366,6.11902,3.74634,1.24878
NREM,0.002,1.24878,6.49366,3.74634,0.49951
NREM,0.00217,1.49854,5.86927,3.49659,0.62439
NREM,0.00221,1.37366,6.2439,3.49659,0.49951
NREM,0.00266,0.87415,5.99415,3.24683,0.62439
NREM,0.00207,1.24878,5.86927,3.49659,0.37463
NREM,0.00208,1.62341,6.11902,3.74634,0.62439
NREM,0.00217,1.1239,5.86927,3.9961,0.87415
NREM,0.00181,1.24878,6.36878,3.49659,0.62439
NREM,0.00128,1.62341,6.49366,4.12098,0.74927
NREM,0.00215,1.1239,6.2439,3.62146,0.74927
NREM,0.002,1.49854,6.36878,3.49659,1.62341
NREM,0.00201,1.37366,6.2439,3.37171,0.87415
NREM,0.00263,1.1239,5.86927,3.37171,0.87415
NREM,0.00176,1.49854,5.99415,4.12098,1.37366
NREM,0.00178,1.24878,6.49366,3.74634,0.87415
NREM,0.00098,2.12293,6.74341,4.12098,0.74927
NREM,0.00256,1.37366,5.99415,4.12098,0.62439
NREM,0.00215,1.37366,5.86927,3.24683,0.49951
NREM,0.00157,1.24878,6.36878,3.62146,0.74927
NREM,0.00401,1.1239,5.99415,3.24683,0.74927
NREM,0.00213,1.49854,6.11902,3.49659,1.74829
NREM,0.00204,1.49854,6.2439,3.9961,0.74927
NREM,0.00432,0.74927,5.49463,2.2478,0.62439
NREM,0.00182,1.1239,6.2439,3.62146,0.74927
NREM,0.00138,1.49854,6.49366,4.24585,1.24878
NREM,0.00474,0.87415,5.86927,3.12195,0.74927
NREM,0.00171,1.37366,6.36878,3.62146,0.62439
NREM,0.00221,1.49854,6.2439,3.49659,1.37366
NREM,0.00255,0.87415,5.99415,3.12195,0.62439
NREM,0.00188,1.37366,6.11902,3.74634,0.62439
NREM,0.00265,1.1239,5.61951,3.37171,0.74927
NREM,0.00205,1.37366,6.11902,3.74634,0.74927
NREM,0.00222,0.87415,6.11902,3.62146,0.74927
NREM,0.00226,1.37366,5.74439,3.62146,0.74927
NREM,0.00184,1.1239,5.74439,3.12195,0.74927
NREM,0.0017,1.1239,6.11902,3.24683,0.62439
NREM,0.00116,1.1239,6.2439,3.74634,0.62439
NREM,0.0012,1.37366,6.11902,3.74634,0.62439
NREM,0.00236,1.1239,5.61951,3.12195,0.49951
NREM,0.00134,1.62341,5.74439,3.62146,0.49951
NREM,0.02781,0.37463,3.62146,0.74927,0.37463
NREM,0.00114,1.24878,6.2439,3.62146,0.99902
NREM,0.00137,1.24878,6.36878,3.9961,0.37463
REM,0.00121,1.49854,5.74439,3.12195,0.37463
NREM,0.00321,0.49951,5.61951,1.62341,0.62439
NREM,0.00093,1.49854,6.49366,3.9961,0.49951
NREM,0.00084,0.87415,6.36878,3.62146,0.62439
REM,0.00095,1.1239,6.2439,3.74634,0.49951
REM,0.00076,1.49854,6.49366,4.12098,0.37463
REM,0.00112,1.49854,6.2439,3.37171,0.74927
NREM,0.00102,0.74927,6.61854,3.49659,0.62439
REM,0.00097,1.62341,5.99415,3.62146,0.74927
REM,0.00109,0.87415,6.2439,2.99707,0.62439
REM,0.00084,1.37366,6.11902,3.37171,0.49951
NREM,0.09601,0.49951,2.12293,0.99902,0.49951
REM,0.00853,0.62439,4.24585,1.62341,0.62439
REM,0.00075,0.87415,6.74341,3.87122,0.49951
REM,0.11813,0.62439,1.87317,1.1239,0.62439
REM,0.00096,0.99902,6.49366,3.37171,0.37463
REM,0.00092,0.99902,5.99415,2.99707,0.62439
REM,0.00131,0.74927,6.2439,3.24683,0.49951
NREM,0.00115,0.87415,6.2439,2.74732,0.87415
NREM,0.00072,1.24878,6.74341,4.37073,0.49951
NREM,0.00073,0.74927,7.11805,3.37171,0.37463
NREM,0.00067,1.24878,6.74341,3.87122,0.49951
NREM,0.00056,1.1239,6.86829,3.62146,0.37463
NREM,0.00109,0.99902,6.36878,3.87122,0.62439
NREM,0.00106,1.49854,5.86927,3.49659,0.49951
NREM,0.001,1.24878,6.2439,3.49659,0.87415
NREM,0.00101,1.62341,5.86927,4.12098,0.37463
REM,0.0011,1.99805,5.49463,3.74634,0.62439
REM,0.00124,0.99902,5.61951,3.24683,0.74927
REM,0.00099,0.99902,5.36976,3.12195,0.62439
REM,0.00067,1.37366,6.2439,3.62146,0.49951
REM,0.0008,1.1239,5.74439,3.12195,0.49951
REM,0.00147,0.99902,5.74439,2.99707,0.62439
REM,0.00082,0.99902,5.86927,3.24683,0.74927
REM,0.00081,0.74927,5.99415,3.24683,0.37463
REM,0.00118,1.1239,5.49463,3.12195,0.49951
REM,0.00108,0.87415,5.86927,3.12195,0.49951
REM,0.00132,0.74927,5.61951,2.74732,0.74927
REM,0.00075,1.1239,6.49366,3.49659,0.37463
REM,0.00084,1.1239,5.74439,3.24683,0.37463
REM,0.00095,0.99902,5.99415,3.24683,0.37463
REM,0.00076,0.99902,5.74439,3.12195,0.74927
REM,0.00067,1.24878,6.11902,3.49659,0.49951
REM,0.00077,0.87415,6.11902,3.37171,0.37463
REM,0.00095,1.1239,5.86927,3.37171,0.37463
REM,0.00078,1.1239,5.86927,3.37171,0.49951
REM,0.00076,1.37366,6.11902,3.62146,0.37463
REM,0.00092,0.99902,5.86927,2.99707,0.49951
REM,0.00097,1.1239,5.99415,3.24683,0.49951
REM,0.00126,0.87415,5.99415,2.99707,0.49951
REM,0.00085,0.62439,6.11902,3.24683,0.49951
REM,0.00381,0.37463,5.74439,1.24878,0.37463
REM,0.00117,0.87415,5.99415,3.12195,0.37463
REM,0.00126,0.74927,5.86927,2.8722,0.49951
REM,0.00105,0.62439,6.11902,3.12195,0.49951
REM,0.00211,0.74927,5.24488,2.37268,0.62439
REM,0.00132,0.99902,5.86927,2.99707,0.49951
REM,0.00101,0.99902,5.86927,3.24683,0.37463
REM,0.00125,0.87415,5.61951,2.49756,0.74927
REM,0.00128,0.74927,5.74439,2.74732,0.37463
REM,0.00114,0.74927,5.61951,2.99707,0.49951
REM,0.00107,0.87415,5.99415,2.8722,0.37463
REM,0.001,1.1239,5.49463,2.8722,0.74927
REM,0.00104,1.24878,5.36976,3.49659,0.37463
REM,0.00987,0.37463,3.74634,0.87415,0.49951
NREM,0.0006,0.99902,7.3678,3.9961,0.74927
NREM,0.0007,0.74927,6.86829,2.8722,0.37463
NREM,0.00048,2.12293,7.49268,4.99512,0.49951
NREM,0.00056,0.74927,7.3678,3.62146,0.37463
NREM,0.00083,0.99902,6.74341,4.24585,0.49951
NREM,0.00058,1.24878,6.61854,4.12098,0.37463
NREM,0.00067,0.87415,6.86829,3.37171,0.49951
NREM,0.00088,1.49854,6.49366,4.12098,0.62439
NREM,0.00066,1.37366,6.74341,4.12098,0.37463
NREM,0.00069,1.49854,6.61854,4.37073,0.49951
NREM,0.00091,0.74927,6.36878,3.62146,0.62439
NREM,0.00086,1.37366,6.2439,3.87122,0.62439
NREM,0.00068,0.99902,6.49366,3.74634,0.62439
NREM,0.00114,1.37366,5.86927,3.87122,0.49951
NREM,0.00081,0.99902,6.36878,3.74634,0.49951
NREM,0.00084,1.37366,6.2439,3.87122,0.62439
NREM,0.00098,1.87317,6.2439,3.87122,2.12293
NREM,0.00107,1.49854,5.99415,3.87122,0.49951
NREM,0.00074,1.1239,6.2439,3.9961,0.49951
NREM,0.00078,0.62439,6.49366,3.24683,0.37463
NREM,0.00066,1.1239,6.49366,3.62146,0.74927
NREM,0.00083,0.62439,6.36878,3.24683,0.37463
NREM,0.00069,1.1239,6.86829,3.87122,0.62439
NREM,0.00062,0.62439,6.86829,3.37171,0.49951
NREM,0.00064,1.49854,6.86829,4.24585,0.37463
NREM,0.01718,0.49951,3.37171,1.1239,0.49951
NREM,0.00043,2.74732,9.61561,7.61756,0.87415
NREM,0.00045,1.99805,8.61659,5.74439,0.62439
NREM,0.00047,1.87317,8.11707,4.37073,1.24878
NREM,0.00043,1.62341,8.11707,4.74537,0.62439
NREM,0.00045,2.12293,8.61659,5.12,1.49854
NREM,0.0006,1.49854,7.3678,4.49561,0.74927
NREM,0.00099,1.62341,6.86829,4.37073,1.37366
NREM,0.00073,1.62341,6.99317,4.74537,1.1239
NREM,0.00099,1.49854,6.99317,4.24585,0.62439
NREM,0.0007,1.74829,7.61756,4.87024,1.24878
NREM,0.00069,1.87317,7.11805,4.87024,0.87415
NREM,0.00081,1.74829,7.11805,4.62049,0.74927
NREM,0.00084,1.49854,7.24293,4.37073,0.62439
NREM,0.00086,1.49854,6.86829,4.62049,1.1239
NREM,0.00087,1.62341,7.3678,4.62049,0.74927
NREM,0.00088,1.74829,6.74341,4.24585,0.74927
NREM,0.00098,1.49854,6.99317,3.9961,0.87415
NREM,0.00108,1.62341,6.74341,3.9961,0.49951
NREM,0.00098,1.37366,7.24293,4.49561,0.99902
NREM,0.00101,1.24878,6.86829,4.37073,0.74927
NREM,0.00114,1.24878,6.74341,4.12098,0.99902
NREM,0.00103,1.37366,6.74341,3.9961,0.87415
NREM,0.00115,0.99902,6.99317,4.37073,0.74927
NREM,0.00112,1.24878,6.74341,3.9961,0.62439
NREM,0.00115,1.24878,6.36878,3.74634,1.1239
NREM,0.00146,1.1239,6.74341,3.9961,0.49951
NREM,0.00128,1.1239,6.49366,3.87122,0.62439
NREM,0.00197,0.99902,6.74341,3.37171,0.99902
NREM,0.00125,1.24878,6.49366,3.62146,0.87415
NREM,0.0017,0.99902,6.74341,3.49659,0.62439
NREM,0.00152,1.24878,6.36878,3.49659,0.87415
NREM,0.00151,1.1239,6.74341,3.74634,0.74927
NREM,0.0015,1.24878,6.61854,3.87122,0.87415
NREM,0.00129,1.24878,6.74341,3.9961,0.62439
NREM,0.00216,0.74927,6.61854,2.99707,0.62439
NREM,0.00211,0.99902,6.36878,3.37171,0.62439
NREM,0.00156,1.1239,6.61854,3.74634,0.62439
NREM,0.00161,1.24878,6.36878,3.74634,1.24878
NREM,0.00251,0.87415,6.36878,2.74732,0.87415
NREM,0.00179,1.24878,6.49366,3.62146,0.87415
NREM,0.00191,0.99902,6.49366,3.49659,0.49951
NREM,0.00128,0.99902,6.74341,3.9961,0.62439
NREM,0.00171,1.24878,6.36878,3.62146,0.87415
NREM,0.00225,0.99902,5.99415,3.37171,0.74927
NREM,0.00196,1.24878,6.2439,3.37171,0.62439
NREM,0.00163,1.1239,6.49366,3.37171,0.99902
NREM,0.00175,1.1239,6.2439,3.37171,0.62439
NREM,0.00188,0.99902,6.36878,3.24683,0.74927
NREM,0.00286,0.74927,6.36878,2.74732,0.74927
NREM,0.00226,0.99902,6.2439,2.99707,0.74927
NREM,0.00212,0.87415,5.99415,3.12195,0.99902
NREM,0.00206,0.87415,6.36878,3.37171,0.74927
NREM,0.00357,0.99902,5.86927,2.8722,0.74927
NREM,0.00178,1.1239,6.49366,3.74634,0.74927
NREM,0.00157,1.1239,6.36878,3.37171,0.74927
NREM,0.002,0.99902,6.61854,3.74634,0.87415
NREM,0.00197,0.87415,5.99415,2.8722,0.49951
NREM,0.00142,1.24878,6.74341,3.74634,1.1239
NREM,0.00235,0.87415,6.11902,2.99707,0.87415
NREM,0.00157,1.24878,6.2439,3.74634,0.74927
NREM,0.00203,0.99902,6.36878,3.24683,0.49951
NREM,0.00282,0.99902,5.86927,2.74732,0.74927
NREM,0.00243,0.74927,6.2439,2.8722,0.62439
NREM,0.00212,0.99902,6.2439,3.49659,0.62439
NREM,0.00224,0.87415,6.36878,3.49659,0.74927
NREM,0.00194,0.99902,6.36878,3.62146,0.87415
NREM,0.00315,0.74927,5.49463,2.62244,0.62439
NREM,0.00233,0.99902,6.36878,2.74732,0.74927
NREM,0.00228,0.87415,5.99415,3.24683,0.74927
NREM,0.00205,0.99902,6.36878,3.12195,0.74927
NREM,0.00259,0.74927,6.11902,2.62244,0.74927
NREM,0.0033,0.62439,5.86927,2.37268,0.62439
NREM,0.00172,1.24878,6.36878,3.87122,0.62439
NREM,0.0024,0.87415,6.11902,2.8722,0.49951
NREM,0.00186,0.87415,6.49366,3.49659,0.62439
NREM,0.00174,1.1239,6.11902,3.37171,0.49951
NREM,0.00237,0.87415,5.86927,3.24683,0.74927
NREM,0.00193,1.1239,5.86927,3.12195,0.87415
NREM,0.00207,0.87415,5.86927,3.24683,0.62439
NREM,0.0022,0.99902,6.36878,2.99707,0.62439
NREM,0.00193,1.1239,6.11902,2.99707,0.62439
NREM,0.00241,0.87415,5.86927,2.74732,0.49951
NREM,0.0016,1.1239,6.49366,3.49659,0.99902
NREM,0.0028,0.74927,6.2439,2.62244,0.62439
NREM,0.00169,1.1239,6.11902,3.37171,0.87415
NREM,0.00242,0.87415,5.99415,2.49756,0.62439
NREM,0.00209,0.99902,6.36878,3.37171,0.74927
NREM,0.00214,0.99902,6.2439,2.99707,0.62439
NREM,0.00221,0.99902,6.2439,3.12195,0.62439
NREM,0.00244,0.74927,6.49366,2.74732,0.62439
NREM,0.00228,1.1239,6.36878,3.37171,0.49951
NREM,0.00219,0.74927,6.2439,2.74732,0.49951
NREM,0.00221,0.87415,6.2439,2.99707,0.62439
NREM,0.01238,0.99902,4.74537,1.99805,0.62439
NREM,0.00202,0.87415,7.11805,3.37171,0.62439
NREM,0.00128,1.1239,6.49366,3.74634,0.87415
NREM,0.00186,0.99902,6.11902,2.8722,0.74927
NREM,0.00152,0.87415,6.99317,3.49659,0.74927
NREM,0.00138,0.99902,6.36878,3.62146,0.74927
NREM,0.00204,0.99902,6.49366,3.24683,0.99902
NREM,0.00088,1.37366,7.11805,4.24585,0.49951
NREM,0.00093,0.99902,7.3678,3.74634,0.62439
NREM,0.0013,1.24878,6.49366,3.37171,0.62439
REM,0.00099,1.1239,7.3678,3.74634,0.87415
REM,0.0008,1.37366,6.86829,3.87122,0.62439
REM,0.00125,0.87415,6.86829,3.24683,0.74927
REM,0.00085,1.1239,6.49366,3.12195,0.49951
REM,0.00103,0.99902,6.49366,3.37171,0.99902
REM,0.00044,1.74829,7.86732,4.12098,0.74927
REM,0.00089,1.1239,6.74341,3.49659,0.87415
REM,0.00052,1.1239,6.99317,3.37171,1.1239
REM,0.0006,1.1239,6.86829,3.37171,0.62439
NREM,0.00081,1.1239,8.11707,4.62049,0.99902
REM,0.0004,1.49854,7.3678,3.9961,0.74927
REM,0.00299,0.74927,6.99317,1.74829,0.62439
NREM,0.14486,0.62439,3.12195,1.24878,0.49951
REM,0.00063,1.24878,7.49268,3.74634,0.74927
REM,0.00084,0.74927,6.49366,2.74732,0.49951
REM,0.00058,1.24878,8.24195,4.49561,0.62439
NREM,0.0104,0.62439,4.62049,1.37366,0.74927
REM,0.00061,1.37366,7.11805,3.87122,0.74927
NREM,0.01292,0.99902,4.87024,1.62341,1.1239
NREM,0.00051,1.1239,7.9922,4.49561,0.49951
NREM,0.00046,1.49854,7.24293,4.37073,0.87415
NREM,0.13331,0.49951,3.9961,1.24878,0.37463
NREM,0.00067,1.1239,8.49171,4.49561,0.37463
NREM,0.00045,1.49854,9.36585,7.61756,0.87415
NREM,0.00066,1.24878,7.74244,4.37073,0.49951
NREM,0.00065,1.24878,8.36683,4.49561,0.87415
NREM,0.00075,1.37366,7.11805,3.74634,1.1239
NREM,0.03479,0.62439,3.12195,1.49854,0.62439
NREM,0.00052,1.24878,8.36683,5.12,0.99902
NREM,0.00046,2.2478,9.24098,6.86829,0.87415
NREM,0.00062,1.74829,7.86732,4.74537,0.74927
NREM,0.00064,1.37366,7.11805,4.24585,0.62439
NREM,0.00061,1.62341,8.61659,4.87024,0.87415
NREM,0.00076,1.37366,7.24293,4.62049,0.99902
NREM,0.00086,0.74927,6.99317,3.74634,0.37463
NREM,0.00079,1.1239,6.49366,4.49561,0.24976
NREM,0.00083,0.99902,7.49268,4.12098,0.37463
NREM,0.00077,0.99902,6.61854,3.74634,0.74927
NREM,0.00081,0.99902,7.24293,4.49561,0.74927
NREM,0.00089,1.24878,6.99317,3.74634,0.37463
NREM,0.00073,1.1239,6.99317,4.37073,0.49951
NREM,0.00042,1.62341,8.36683,4.99512,0.74927
NREM,0.00056,1.1239,8.74146,6.2439,0.62439
NREM,0.00069,1.24878,7.24293,4.49561,0.74927
NREM,0.00042,2.37268,9.24098,7.9922,0.74927
NREM,0.00071,1.49854,7.24293,4.24585,0.87415
NREM,0.00055,1.37366,7.9922,4.62049,0.74927
NREM,0.00063,1.49854,7.61756,4.74537,0.62439
NREM,0.00055,1.62341,7.3678,4.49561,0.87415
NREM,0.00076,1.1239,7.49268,3.74634,0.74927
NREM,0.00099,1.24878,6.74341,4.12098,0.74927
NREM,0.12363,0.49951,3.12195,1.1239,0.62439
NREM,0.00076,1.24878,7.3678,4.24585,0.62439
NREM,0.0006,1.62341,7.49268,4.49561,0.49951
NREM,0.00062,1.49854,7.24293,4.62049,0.87415
NREM,0.0008,1.1239,7.3678,3.9961,0.74927
NREM,0.00086,1.1239,7.11805,3.87122,0.87415
NREM,0.00093,1.24878,7.11805,3.62146,0.62439
NREM,0.0006,1.62341,7.11805,4.49561,0.87415
NREM,0.00193,0.99902,6.11902,3.24683,0.74927
NREM,0.00062,1.62341,6.86829,4.62049,0.99902
NREM,0.00106,1.1239,7.24293,3.62146,0.99902
NREM,0.00094,1.49854,7.74244,4.49561,1.37366
NREM,0.00074,1.37366,7.49268,4.24585,0.74927
NREM,0.0007,1.37366,7.11805,3.9961,0.62439
NREM,0.00095,1.37366,7.3678,4.37073,0.62439
NREM,0.00096,1.1239,7.24293,3.9961,0.74927
NREM,0.00154,0.74927,7.86732,3.12195,0.49951
NREM,0.14061,0.87415,2.74732,1.24878,0.87415
NREM,0.00075,1.37366,7.24293,4.49561,0.62439
NREM,0.00104,1.1239,7.11805,3.49659,0.99902
NREM,0.00067,1.37366,7.61756,4.37073,0.87415
NREM,0.00097,1.1239,7.11805,4.24585,1.1239
NREM,0.00089,1.1239,7.9922,4.24585,0.87415
NREM,0.00087,1.1239,7.3678,3.87122,0.62439
NREM,0.00087,1.37366,7.24293,4.37073,0.87415
NREM,0.00079,1.24878,6.99317,4.37073,1.1239
NREM,0.00098,1.37366,6.99317,3.9961,0.99902
NREM,0.00128,1.24878,7.74244,3.87122,0.74927
NREM,0.0016,0.99902,6.61854,3.49659,0.62439
NREM,0.00079,1.37366,6.99317,4.12098,1.24878
NREM,0.00104,1.1239,7.11805,3.9961,0.62439
NREM,0.00109,1.1239,6.74341,3.87122,0.62439
NREM,0.00103,1.37366,6.74341,3.74634,0.62439
NREM,0.00106,1.1239,7.24293,3.62146,0.87415
NREM,0.00149,0.99902,6.74341,3.74634,0.99902
NREM,0.00169,0.87415,6.49366,3.12195,0.87415
NREM,0.00086,1.37366,6.86829,4.24585,0.74927
NREM,0.00106,1.24878,6.74341,4.12098,0.74927
NREM,0.0013,1.37366,6.2439,3.87122,0.87415
NREM,0.00162,0.87415,6.86829,2.8722,0.74927
NREM,0.00111,1.37366,6.74341,3.9961,0.62439
NREM,0.00115,1.1239,6.86829,3.87122,0.62439
NREM,0.001,1.24878,7.24293,3.62146,0.74927
NREM,0.00146,0.87415,6.49366,2.99707,0.49951
NREM,0.00156,0.99902,6.36878,3.49659,0.87415
NREM,0.00121,1.24878,6.61854,3.74634,0.74927
NREM,0.00088,1.37366,6.86829,3.9961,0.74927
NREM,0.00138,0.99902,6.74341,3.49659,0.99902
NREM,0.00147,0.87415,6.61854,3.49659,0.87415
NREM,0.00111,1.1239,6.49366,3.87122,1.1239
NREM,0.00143,1.1239,6.2439,3.74634,0.99902
NREM,0.0011,1.49854,6.49366,3.74634,1.62341
NREM,0.0011,1.1239,6.49366,3.9961,0.99902
NREM,0.00131,1.24878,6.36878,3.62146,0.74927
NREM,0.00116,1.1239,6.74341,3.9961,0.74927
NREM,0.0015,0.99902,6.36878,3.24683,0.74927
NREM,0.00153,0.99902,6.36878,3.12195,0.74927
NREM,0.00159,0.99902,6.2439,3.12195,0.62439
NREM,0.00201,0.87415,5.99415,2.8722,0.74927
NREM,0.00217,0.99902,6.11902,2.74732,0.74927
NREM,0.00155,1.24878,6.2439,3.49659,0.99902
NREM,0.00285,0.74927,5.86927,2.49756,0.49951
NREM,0.00193,0.87415,5.99415,3.12195,0.49951
NREM,0.00183,0.99902,5.86927,2.8722,0.74927
NREM,0.00554,0.49951,5.49463,1.49854,0.49951
NREM,0.00183,0.74927,6.36878,3.49659,0.62439
NREM,0.00191,0.74927,6.2439,2.8722,0.62439
NREM,0.00236,0.74927,5.86927,2.8722,0.62439
NREM,0.00454,0.74927,5.12,2.2478,0.62439
NREM,0.0028,0.74927,5.86927,2.49756,0.49951
NREM,0.00187,0.99902,5.61951,2.8722,0.87415
NREM,0.00306,0.74927,5.99415,2.12293,0.62439
NREM,0.00166,0.99902,6.61854,3.12195,0.87415
REM,0.00152,0.87415,7.11805,3.24683,0.74927
REM,0.00127,1.24878,6.74341,3.62146,0.62439
REM,0.00127,0.99902,6.2439,2.62244,0.99902
REM,0.00088,1.24878,6.99317,3.74634,0.99902
REM,0.00098,1.24878,7.11805,3.74634,0.87415
REM,0.00096,0.99902,7.24293,3.62146,0.87415
REM,0.00069,1.24878,7.3678,3.49659,0.74927
REM,0.00095,0.87415,7.24293,2.8722,0.74927
REM,0.00068,1.1239,7.86732,3.62146,1.1239
REM,0.0007,0.99902,8.11707,3.49659,0.99902
REM,0.00084,1.1239,7.11805,3.24683,0.49951
REM,0.0007,1.1239,7.49268,3.49659,0.99902
REM,0.00114,0.87415,6.49366,2.49756,0.62439
REM,0.00083,1.37366,6.99317,3.62146,0.62439
REM,0.00074,0.99902,7.61756,2.99707,1.1239
REM,0.00059,1.24878,7.24293,4.24585,0.99902
REM,0.0006,1.1239,7.74244,3.62146,0.62439
REM,0.00702,0.37463,4.87024,0.99902,0.37463
REM,0.00062,1.24878,6.99317,3.49659,0.87415
REM,0.00064,0.74927,6.86829,2.74732,0.62439
REM,0.0005,0.87415,7.49268,3.37171,0.24976
REM,0.00103,0.87415,7.11805,3.37171,0.74927
REM,0.00067,1.1239,7.3678,3.62146,1.24878
REM,0.00062,0.87415,7.49268,3.24683,0.87415
REM,0.00077,0.87415,6.99317,2.74732,0.62439
REM,0.00075,0.99902,7.11805,3.37171,0.49951
REM,0.00049,1.1239,6.99317,4.12098,0.62439
REM,0.00067,1.24878,6.74341,3.49659,0.74927
REM,0.00066,1.1239,7.86732,3.74634,0.99902
REM,0.00072,0.87415,6.99317,3.74634,0.74927
REM,0.0006,1.24878,6.61854,2.99707,1.24878
REM,0.04854,0.74927,4.24585,1.99805,0.37463
NREM,0.00223,0.12488,7.74244,1.37366,0.12488
NREM,0.00045,1.1239,7.49268,3.74634,0.74927
NREM,0.10418,0.49951,2.2478,1.1239,0.49951
NREM,0.0005,1.1239,8.49171,4.74537,0.99902
NREM,0.00076,0.87415,7.49268,3.74634,0.74927
NREM,0.00192,0.62439,6.2439,1.74829,0.49951
NREM,0.00047,1.24878,7.49268,4.24585,0.99902
NREM,0.0007,0.87415,7.74244,3.24683,0.74927
NREM,0.00053,0.99902,6.99317,4.12098,0.74927
NREM,0.00058,0.99902,6.61854,3.49659,0.74927
NREM,0.00056,1.49854,8.24195,4.87024,0.49951
NREM,0.00037,1.62341,7.61756,4.12098,0.62439
NREM,0.00054,1.24878,7.3678,4.12098,1.37366
NREM,0.0005,1.24878,6.74341,3.74634,1.1239
