Sleep_Stage,MeanP_Theta_C4,MedianF_Theta_C4,MeanF_Theta_C4,Spectral Edge_Theta_C4,PeakF_Theta_C4
NREM,0.00129,5.49463,10.98927,9.24098,2.74732
REM,0.00128,5.74439,10.24,9.49073,5.24488
REM,0.00043,6.36878,10.61463,8.99122,5.61951
REM,0.00061,5.99415,11.3639,10.11512,4.74537
NREM,0.00076,7.11805,12.36293,10.98927,9.61561
NREM,0.00075,6.74341,11.86341,10.61463,3.87122
NREM,0.00169,8.11707,13.61171,12.86244,9.1161
NREM,0.00069,6.2439,12.23805,10.48976,5.12
NREM,0.00078,5.99415,12.23805,11.11415,5.12
NREM,0.00082,5.99415,12.36293,11.23902,4.87024
NREM,0.0008,5.74439,12.4878,10.61463,4.87024
NREM,0.00106,5.12,12.36293,10.36488,3.12195
NREM,0.00155,5.49463,12.73756,11.11415,3.9961
NREM,0.0011,5.86927,12.98732,11.48878,3.9961
NREM,0.00133,5.49463,12.61268,10.98927,4.12098
NREM,0.00147,5.99415,12.23805,10.86439,3.12195
NREM,0.00161,5.86927,11.98829,10.98927,3.74634
NREM,0.00192,6.36878,12.86244,11.73854,3.9961
NREM,0.00115,5.99415,12.36293,11.48878,7.49268
NREM,0.00143,6.61854,12.61268,11.23902,3.74634
NREM,0.00133,6.11902,12.4878,11.86341,6.11902
NREM,0.00165,7.61756,12.61268,11.61366,3.74634
NREM,0.0015,5.12,12.11317,11.11415,3.62146
NREM,0.00117,7.74244,13.1122,11.86341,5.99415
NREM,0.00064,5.86927,12.73756,10.98927,5.99415
NREM,0.00164,6.99317,13.73659,12.23805,6.86829
NREM,0.00076,5.74439,12.36293,10.86439,4.87024
NREM,0.00099,7.11805,12.98732,11.73854,4.99512
NREM,0.00092,6.61854,13.1122,11.11415,8.24195
NREM,0.00133,6.86829,12.98732,11.48878,8.61659
NREM,0.00116,8.36683,12.86244,11.73854,9.36585
NREM,0.00071,5.61951,12.61268,10.86439,4.87024
NREM,0.00093,6.2439,13.1122,11.61366,5.36976
NREM,0.00211,9.1161,13.48683,12.98732,9.49073
NREM,0.0007,5.61951,12.23805,10.73951,4.74537
NREM,0.0018,7.61756,12.73756,12.11317,8.99122
NREM,0.00091,5.99415,12.23805,11.11415,4.62049
NREM,0.00142,5.36976,13.23707,11.98829,4.62049
NREM,0.00184,7.11805,12.98732,12.11317,9.24098
NREM,0.0015,6.61854,12.23805,11.61366,4.62049
NREM,0.00156,5.86927,12.73756,11.48878,5.99415
NREM,0.00181,6.61854,12.11317,11.11415,3.74634
NREM,0.00158,6.11902,11.73854,11.11415,4.62049
NREM,0.00167,6.49366,12.4878,11.61366,4.24585
NREM,0.00203,6.49366,12.4878,11.23902,3.62146
NREM,0.00196,6.86829,12.36293,11.61366,6.99317
NREM,0.00151,7.9922,13.23707,12.11317,8.74146
NREM,0.00118,6.86829,13.36195,11.73854,3.74634
NREM,0.00103,7.61756,12.11317,10.98927,9.74049
NREM,0.00107,6.74341,13.36195,10.98927,5.86927
NREM,0.00142,8.24195,12.86244,11.23902,8.86634
NREM,0.00102,7.3678,12.23805,10.73951,9.49073
NREM,0.00092,7.24293,12.73756,10.73951,9.49073
NREM,0.0009,6.11902,12.4878,10.73951,5.86927
NREM,0.00122,5.74439,12.23805,10.86439,4.74537
NREM,0.00163,5.12,12.86244,10.86439,5.86927
NREM,0.00155,5.99415,12.4878,11.48878,4.62049
NREM,0.00115,5.74439,12.86244,11.3639,7.11805
NREM,0.0016,4.74537,12.36293,10.86439,3.49659
NREM,0.00138,5.36976,12.73756,11.3639,3.62146
NREM,0.00168,6.11902,12.23805,11.48878,4.87024
NREM,0.00144,5.99415,12.86244,11.61366,3.9961
NREM,0.00173,7.11805,11.98829,11.11415,5.74439
NREM,0.00192,6.2439,11.73854,10.24,3.74634
NREM,0.00156,6.2439,12.11317,10.98927,4.37073
NREM,0.00243,5.99415,11.98829,11.11415,3.62146
NREM,0.00191,6.2439,12.36293,10.86439,4.74537
NREM,0.00205,6.11902,12.23805,10.98927,3.87122
NREM,0.00257,5.99415,11.11415,10.24,9.99024
NREM,0.00227,5.99415,11.61366,10.73951,4.62049
NREM,0.00251,5.61951,11.23902,10.36488,3.74634
NREM,0.0021,5.86927,11.23902,10.48976,4.49561
NREM,0.00202,5.61951,11.3639,10.48976,3.74634
NREM,0.00202,5.61951,11.48878,10.48976,2.37268
NREM,0.00179,5.99415,11.73854,10.61463,5.99415
NREM,0.00269,5.36976,11.11415,10.11512,4.74537
NREM,0.00257,5.12,10.73951,10.24,3.62146
NREM,0.00213,5.61951,10.98927,10.36488,3.62146
NREM,0.00228,4.99512,11.23902,10.36488,4.62049
NREM,0.00199,5.24488,10.98927,10.36488,3.12195
NREM,0.00261,5.86927,10.98927,10.24,7.24293
NREM,0.00207,5.61951,10.98927,10.48976,3.49659
NREM,0.00279,5.99415,10.61463,10.11512,10.11512
NREM,0.00267,5.36976,10.61463,10.11512,3.9961
NREM,0.00272,5.12,10.61463,10.11512,4.37073
NREM,0.00263,5.86927,10.73951,10.11512,9.99024
NREM,0.00235,5.24488,10.86439,10.11512,4.87024
NREM,0.00263,5.74439,10.48976,9.99024,9.74049
NREM,0.00273,4.87024,10.36488,9.99024,4.87024
NREM,0.00246,5.24488,10.61463,10.11512,10.11512
NREM,0.00323,4.62049,10.48976,9.99024,3.24683
NREM,0.00266,6.11902,10.61463,10.11512,6.2439
NREM,0.00295,5.36976,10.36488,9.86537,9.61561
NREM,0.00242,5.86927,10.73951,10.24,3.62146
NREM,0.00291,4.74537,10.36488,9.74049,3.49659
NREM,0.00286,5.61951,10.48976,10.11512,3.37171
NREM,0.00274,4.62049,10.61463,9.99024,1.24878
NREM,0.0029,6.61854,10.48976,9.99024,9.86537
NREM,0.00294,5.74439,10.61463,10.24,9.86537
NREM,0.00192,6.74341,11.48878,10.86439,5.12
NREM,0.00142,5.99415,11.48878,10.36488,6.36878
NREM,0.00118,6.11902,11.61366,10.11512,8.74146
NREM,0.00179,5.86927,12.4878,10.73951,2.62244
NREM,0.00122,5.99415,11.3639,10.11512,4.49561
NREM,0.00167,5.99415,11.98829,11.11415,5.74439
NREM,0.0018,5.86927,12.23805,10.73951,5.74439
NREM,0.00165,5.99415,12.11317,10.73951,3.87122
NREM,0.00168,4.87024,11.48878,9.99024,3.49659
NREM,0.00191,5.99415,11.73854,10.36488,8.49171
NREM,0.00208,5.86927,11.61366,10.24,4.74537
NREM,0.00165,6.36878,11.48878,10.86439,6.61854
NREM,0.0018,5.86927,10.86439,9.99024,9.74049
NREM,0.00198,5.99415,10.98927,10.24,9.99024
NREM,0.00229,5.24488,10.61463,9.99024,3.9961
NREM,0.00205,6.11902,10.86439,10.36488,10.36488
NREM,0.00209,5.12,10.73951,9.99024,4.24585
NREM,0.00257,5.49463,10.61463,9.99024,9.61561
NREM,0.00242,5.74439,10.61463,10.24,10.24
NREM,0.00212,5.61951,10.48976,10.11512,2.8722
NREM,0.0023,5.74439,10.61463,10.11512,4.87024
NREM,0.00239,4.87024,10.73951,9.99024,3.62146
NREM,0.00254,4.99512,10.61463,9.86537,4.87024
NREM,0.00623,6.49366,12.98732,11.86341,1.87317
NREM,0.00185,5.49463,11.3639,10.48976,3.9961
NREM,0.00133,5.99415,11.73854,10.48976,5.86927
NREM,0.00116,6.2439,11.61366,10.36488,4.87024
NREM,0.00133,6.61854,11.61366,10.48976,5.36976
NREM,0.0014,6.36878,11.98829,10.61463,6.2439
NREM,0.00316,6.36878,11.48878,10.48976,3.24683
NREM,0.00129,6.11902,11.73854,10.98927,3.37171
NREM,0.00119,5.86927,11.98829,10.73951,3.49659
NREM,0.00183,5.61951,12.36293,10.98927,4.37073
NREM,0.00169,6.11902,11.61366,10.48976,4.37073
NREM,0.00164,6.11902,11.3639,10.24,3.24683
NREM,0.00169,4.99512,11.11415,10.11512,4.12098
NREM,0.002,5.74439,11.23902,10.11512,5.86927
NREM,0.00167,6.2439,11.3639,10.36488,4.12098
NREM,0.00223,5.61951,10.86439,10.36488,4.99512
NREM,0.00158,5.36976,10.98927,10.24,4.74537
NREM,0.00161,5.86927,11.11415,10.36488,4.62049
NREM,0.00223,5.49463,10.73951,10.11512,3.49659
NREM,0.00201,6.2439,10.86439,10.24,9.99024
NREM,0.0017,5.24488,10.98927,10.36488,4.12098
NREM,0.00228,4.99512,10.61463,9.86537,4.62049
NREM,0.00176,5.49463,10.98927,10.24,3.74634
NREM,0.00166,4.99512,10.73951,9.99024,3.62146
NREM,0.00163,5.12,10.98927,10.48976,3.49659
NREM,0.00134,5.86927,11.3639,10.36488,3.12195
NREM,0.00155,4.74537,11.61366,10.24,3.49659
NREM,0.00151,5.24488,11.98829,10.11512,3.74634
NREM,0.00156,5.86927,11.48878,9.74049,3.87122
NREM,0.0013,6.11902,12.11317,10.86439,4.99512
NREM,0.00141,5.61951,11.23902,9.36585,4.74537
REM,0.00074,6.11902,11.61366,9.74049,4.62049
REM,0.00062,5.99415,12.4878,10.98927,5.24488
REM,0.00098,5.86927,12.23805,9.74049,6.36878
REM,0.00058,5.74439,11.73854,9.86537,4.74537
REM,0.00085,5.74439,11.3639,9.49073,3.74634
REM,0.00182,8.11707,11.61366,10.86439,7.86732
REM,0.00082,6.2439,11.98829,10.36488,6.99317
REM,0.00116,5.74439,10.98927,9.1161,3.62146
REM,0.00101,5.99415,12.11317,10.24,6.11902
REM,0.00066,5.86927,11.48878,9.36585,4.62049
REM,0.00103,6.11902,12.11317,9.99024,6.2439
REM,0.00066,5.49463,10.61463,9.1161,4.49561
NREM,0.00092,6.2439,12.73756,10.36488,5.99415
NREM,0.00079,5.99415,11.86341,9.74049,6.11902
NREM,0.00085,5.49463,12.11317,9.86537,3.87122
NREM,0.00104,5.86927,11.73854,9.49073,5.12
NREM,0.00083,5.74439,12.4878,10.11512,5.24488
NREM,0.00112,5.74439,12.61268,10.11512,5.74439
NREM,0.00078,5.86927,12.4878,10.36488,5.86927
NREM,0.00071,5.49463,11.86341,9.86537,5.49463
NREM,0.00101,6.36878,11.73854,9.99024,4.99512
NREM,0.0009,5.61951,13.23707,10.86439,4.87024
NREM,0.00112,4.87024,11.61366,8.49171,4.12098
NREM,0.00095,6.2439,11.98829,10.24,7.11805
REM,0.00064,5.36976,10.86439,8.86634,3.87122
REM,0.00114,6.2439,12.23805,10.73951,6.2439
NREM,0.00062,5.99415,13.1122,10.61463,7.49268
NREM,0.00089,5.49463,11.48878,9.36585,4.62049
NREM,0.00061,5.49463,12.4878,9.86537,4.24585
REM,0.0009,5.99415,11.98829,10.36488,5.99415
NREM,0.00072,6.36878,13.23707,11.61366,6.61854
REM,0.0007,5.12,10.61463,8.74146,4.62049
REM,0.00081,6.61854,12.36293,10.98927,4.99512
NREM,0.00056,5.86927,12.36293,10.24,6.2439
NREM,0.00076,5.99415,12.4878,10.36488,4.99512
NREM,0.00058,5.86927,12.61268,10.61463,5.12
NREM,0.00079,5.99415,12.86244,10.86439,4.99512
NREM,0.00102,6.49366,13.1122,11.73854,3.9961
NREM,0.00108,6.2439,11.98829,10.61463,3.9961
NREM,0.00456,8.86634,12.86244,11.48878,8.86634
NREM,0.00106,6.49366,12.23805,11.23902,4.24585
NREM,0.00128,6.2439,12.98732,11.23902,5.61951
NREM,0.00077,6.36878,12.98732,11.86341,3.74634
NREM,0.00198,7.86732,12.73756,11.98829,7.9922
NREM,0.00106,6.74341,12.36293,11.3639,4.49561
NREM,0.00145,6.49366,12.73756,11.11415,4.49561
NREM,0.00103,6.11902,12.11317,10.98927,5.99415
NREM,0.00132,6.2439,12.73756,11.86341,4.87024
NREM,0.0014,6.11902,11.86341,10.61463,4.87024
NREM,0.00127,6.61854,12.4878,10.98927,5.36976
NREM,0.00139,7.11805,11.61366,10.61463,4.99512
NREM,0.00129,6.11902,11.98829,10.86439,3.9961
NREM,0.0023,6.86829,11.98829,10.86439,9.61561
NREM,0.00184,5.99415,12.23805,10.73951,6.49366
NREM,0.00147,6.11902,11.61366,10.73951,3.12195
NREM,0.00163,6.36878,11.86341,10.86439,5.99415
NREM,0.00161,6.2439,11.73854,10.98927,4.74537
NREM,0.00197,6.74341,11.3639,10.48976,3.87122
NREM,0.00179,7.24293,12.23805,11.3639,8.36683
NREM,0.0016,6.74341,11.86341,10.61463,3.62146
NREM,0.00194,6.36878,11.86341,10.48976,4.62049
NREM,0.00367,7.49268,12.11317,11.48878,9.24098
NREM,0.00159,6.2439,10.98927,10.11512,8.24195
NREM,0.0018,6.74341,12.73756,12.23805,3.49659
NREM,0.00155,6.49366,11.86341,10.73951,3.62146
NREM,0.00166,6.74341,11.48878,10.48976,5.99415
NREM,0.00166,6.61854,11.73854,10.61463,4.37073
NREM,0.00208,6.61854,11.3639,10.61463,6.2439
NREM,0.00187,6.74341,11.48878,10.73951,4.74537
NREM,0.00228,6.49366,11.3639,10.24,7.24293
NREM,0.00202,6.74341,10.86439,10.24,9.61561
NREM,0.00222,6.61854,10.86439,10.11512,3.12195
NREM,0.00202,5.99415,11.48878,10.61463,5.24488
NREM,0.00227,5.99415,10.86439,10.11512,4.24585
NREM,0.00185,6.2439,10.86439,10.36488,6.2439
NREM,0.00202,6.49366,10.86439,10.48976,10.48976
NREM,0.00183,6.2439,10.98927,10.36488,10.11512
NREM,0.00181,6.36878,11.11415,10.24,9.74049
NREM,0.00186,5.49463,10.86439,10.24,3.62146
NREM,0.00208,5.12,10.86439,10.11512,2.99707
NREM,0.00352,5.24488,10.86439,10.11512,3.12195
NREM,0.00122,6.74341,11.23902,10.48976,4.37073
NREM,0.00148,6.11902,11.48878,10.24,3.74634
NREM,0.00167,5.74439,11.3639,10.36488,3.62146
NREM,0.00175,6.36878,11.11415,10.24,8.86634
NREM,0.00189,5.99415,10.86439,9.86537,3.62146
NREM,0.00177,5.99415,11.3639,9.99024,3.37171
NREM,0.00161,5.86927,11.23902,10.24,3.49659
NREM,0.0017,6.36878,10.86439,10.24,3.49659
NREM,0.00189,5.86927,10.86439,10.11512,5.61951
NREM,0.0017,5.99415,10.98927,10.36488,3.49659
NREM,0.00196,6.36878,10.98927,10.24,9.49073
NREM,0.00171,5.24488,10.86439,9.99024,3.74634
NREM,0.00176,5.12,10.98927,10.36488,4.49561
NREM,0.00192,5.49463,10.86439,9.99024,9.74049
NREM,0.00156,5.86927,10.98927,10.36488,4.49561
NREM,0.00382,4.99512,10.98927,10.11512,2.8722
NREM,0.00142,5.12,10.98927,9.86537,3.62146
NREM,0.00165,5.74439,11.61366,10.36488,4.74537
NREM,0.00159,6.11902,10.98927,10.24,3.62146
NREM,0.0016,6.11902,11.11415,10.24,3.24683
NREM,0.00173,6.49366,10.86439,10.24,10.24
NREM,0.0018,5.61951,10.86439,10.24,4.87024
NREM,0.00187,5.12,10.98927,10.36488,3.37171
NREM,0.00209,5.24488,10.73951,10.11512,2.37268
NREM,0.00164,6.2439,10.98927,10.48976,9.99024
NREM,0.00197,4.99512,10.61463,10.11512,3.62146
NREM,0.00208,5.49463,10.48976,9.99024,4.74537
NREM,0.00224,4.87024,10.86439,10.24,10.24
NREM,0.00235,5.12,10.36488,10.11512,3.24683
NREM,0.00212,5.61951,10.73951,10.11512,10.24
NREM,0.00241,4.62049,10.48976,9.74049,4.37073
NREM,0.00254,4.87024,10.48976,9.99024,3.62146
NREM,0.00206,5.74439,10.73951,10.24,3.62146
NREM,0.00351,3.24683,10.61463,8.99122,3.24683
NREM,0.00145,5.49463,10.86439,10.24,9.99024
NREM,0.00181,5.12,10.86439,10.24,4.74537
NREM,0.00155,5.86927,10.86439,10.48976,9.74049
NREM,0.00174,4.74537,10.73951,9.99024,2.49756
NREM,0.00502,5.49463,11.86341,10.73951,2.2478
NREM,0.00239,6.74341,11.73854,10.86439,8.86634
NREM,0.00236,5.99415,11.98829,10.73951,4.74537
NREM,0.00133,6.61854,11.3639,10.36488,8.24195
NREM,0.00119,6.61854,12.23805,10.48976,8.11707
NREM,0.00117,5.49463,11.48878,10.11512,2.8722
NREM,0.00309,5.74439,11.98829,10.61463,2.62244
NREM,0.00272,5.49463,11.11415,10.48976,2.8722
NREM,0.0014,5.99415,11.61366,10.11512,5.86927
NREM,0.00147,5.99415,11.61366,10.48976,3.74634
NREM,0.00146,5.74439,12.11317,10.48976,3.87122
NREM,0.00217,5.74439,11.11415,9.86537,5.74439
NREM,0.00132,5.61951,11.86341,10.61463,3.9961
NREM,0.00143,6.11902,12.73756,10.61463,3.9961
NREM,0.00173,5.74439,11.73854,10.24,3.74634
NREM,0.00179,5.61951,11.61366,9.99024,3.49659
NREM,0.00144,5.36976,12.4878,10.11512,3.62146
NREM,0.00159,5.86927,10.98927,10.11512,4.87024
NREM,0.0019,5.49463,11.61366,9.99024,5.36976
NREM,0.00263,5.74439,11.23902,10.24,3.62146
NREM,0.0029,5.49463,11.3639,10.11512,2.8722
NREM,0.00289,6.36878,11.73854,10.86439,3.62146
NREM,0.00093,6.99317,12.36293,10.86439,8.24195
NREM,0.00157,5.86927,11.98829,10.73951,4.49561
NREM,0.00111,6.2439,12.11317,10.61463,6.36878
NREM,0.00146,6.11902,11.73854,10.36488,3.9961
NREM,0.00114,5.99415,12.11317,10.61463,6.74341
NREM,0.00188,5.86927,11.3639,9.99024,5.99415
NREM,0.00158,5.74439,11.48878,10.24,3.62146
NREM,0.00156,6.2439,12.23805,11.11415,3.74634
NREM,0.00135,5.99415,11.48878,10.36488,4.62049
NREM,0.00351,4.99512,10.86439,10.24,4.24585
NREM,0.00273,4.74537,11.48878,10.48976,2.8722
NREM,0.0013,5.36976,11.61366,10.11512,3.37171
NREM,0.00159,6.74341,11.98829,10.73951,8.36683
NREM,0.00194,6.11902,11.23902,9.74049,6.11902
NREM,0.00136,6.36878,11.86341,10.24,4.74537
NREM,0.00153,5.99415,12.23805,10.48976,4.24585
NREM,0.00164,6.36878,11.61366,10.36488,4.62049
NREM,0.00223,6.61854,10.98927,9.86537,6.99317
NREM,0.00138,6.61854,11.61366,10.48976,5.12
NREM,0.00179,6.2439,11.61366,10.11512,4.74537
NREM,0.00187,6.11902,11.3639,10.36488,4.49561
NREM,0.00354,6.99317,11.86341,10.86439,8.24195
NREM,0.00165,5.86927,11.98829,10.48976,3.87122
NREM,0.00301,5.74439,10.86439,10.11512,3.49659
NREM,0.00127,6.11902,11.3639,9.99024,5.86927
NREM,0.00147,6.11902,12.36293,10.61463,4.74537
NREM,0.00155,6.49366,11.86341,10.36488,4.74537
NREM,0.00151,6.2439,12.23805,10.73951,3.62146
NREM,0.00155,5.99415,11.48878,10.24,5.61951
NREM,0.00166,6.74341,11.3639,10.24,3.9961
NREM,0.00304,6.61854,11.11415,10.61463,10.73951
NREM,0.00117,6.2439,12.61268,11.3639,5.24488
NREM,0.00196,6.36878,12.11317,11.11415,4.49561
NREM,0.00207,6.61854,12.11317,10.73951,4.24585
NREM,0.00135,5.74439,12.4878,11.23902,5.74439
NREM,0.00139,6.86829,12.11317,11.11415,6.74341
NREM,0.00161,5.24488,11.11415,9.86537,3.62146
NREM,0.00144,6.49366,12.4878,11.11415,3.87122
NREM,0.00132,5.74439,12.61268,11.23902,3.37171
NREM,0.00229,5.61951,12.23805,11.11415,3.37171
NREM,0.00179,5.74439,11.61366,10.36488,3.37171
NREM,0.00275,5.74439,11.86341,10.61463,2.8722
NREM,0.00102,5.99415,12.36293,11.11415,5.36976
NREM,0.00229,5.36976,11.73854,10.24,3.37171
NREM,0.00143,6.49366,11.98829,10.73951,4.62049
NREM,0.001,5.99415,12.36293,11.11415,4.62049
NREM,0.0016,5.99415,11.73854,10.36488,5.99415
NREM,0.00183,6.61854,11.3639,10.11512,5.99415
NREM,0.00142,6.49366,12.61268,10.86439,3.62146
NREM,0.00167,6.49366,12.36293,11.11415,5.12
NREM,0.00281,5.86927,12.36293,11.23902,3.49659
NREM,0.00223,6.11902,11.98829,10.98927,3.87122
NREM,0.00181,6.36878,11.73854,10.98927,3.49659
NREM,0.0028,6.2439,11.98829,11.11415,3.9961
NREM,0.00096,6.61854,12.73756,11.48878,8.86634
NREM,0.00176,5.61951,12.61268,10.86439,3.62146
NREM,0.00281,4.99512,12.23805,10.24,3.74634
NREM,0.00217,5.61951,12.23805,10.11512,4.74537
NREM,0.00189,5.61951,11.11415,9.36585,3.87122
NREM,0.00111,5.99415,11.86341,10.11512,4.74537
REM,0.00066,5.99415,12.11317,10.24,5.36976
REM,0.00099,6.99317,11.3639,9.99024,7.49268
REM,0.00071,5.99415,11.61366,9.61561,4.37073
REM,0.00099,5.86927,11.73854,9.61561,5.61951
REM,0.00088,6.11902,12.23805,10.61463,6.2439
REM,0.00058,5.74439,12.11317,9.86537,5.12
REM,0.00087,5.61951,11.48878,9.74049,3.9961
REM,0.00054,5.49463,12.23805,10.73951,4.87024
REM,0.00094,5.61951,11.23902,9.24098,3.74634
REM,0.00104,7.24293,11.61366,10.11512,8.24195
REM,0.00079,6.36878,11.48878,9.61561,7.3678
REM,0.00056,5.74439,11.73854,9.74049,4.49561
REM,0.00078,5.61951,11.48878,9.99024,4.74537
REM,0.00056,5.74439,11.73854,9.86537,5.86927
REM,0.00059,5.61951,10.73951,9.1161,5.86927
REM,0.00065,5.74439,12.11317,9.86537,5.86927
REM,0.00094,5.49463,10.98927,9.24098,3.74634
REM,0.00067,5.49463,11.11415,9.36585,3.9961
REM,0.00057,5.74439,11.48878,9.86537,6.86829
REM,0.00065,5.49463,11.61366,9.61561,4.37073
REM,0.00064,5.74439,12.11317,10.36488,6.2439
REM,0.00061,5.49463,11.3639,9.36585,4.49561
REM,0.00048,5.74439,11.48878,9.86537,4.49561
REM,0.00099,6.49366,11.3639,9.86537,4.87024
REM,0.00075,6.11902,11.73854,9.99024,5.74439
REM,0.00089,5.61951,10.61463,8.61659,4.49561
REM,0.00057,5.49463,11.3639,9.61561,4.12098
REM,0.00053,5.86927,11.11415,9.61561,4.49561
REM,0.00072,6.11902,11.73854,9.61561,4.87024
REM,0.00085,5.99415,11.11415,9.36585,5.99415
REM,0.00069,6.86829,11.23902,9.74049,6.49366
REM,0.00057,5.74439,11.11415,8.99122,4.49561
REM,0.0008,5.86927,11.23902,9.49073,6.61854
REM,0.00062,5.61951,12.23805,10.48976,4.62049
REM,0.00064,4.99512,11.11415,8.74146,4.12098
REM,0.00056,5.61951,11.61366,9.74049,5.74439
REM,0.00061,5.36976,11.48878,9.74049,4.62049
REM,0.00076,5.99415,11.23902,9.36585,5.99415
REM,0.00079,6.2439,11.86341,9.74049,5.61951
REM,0.00089,5.24488,10.98927,8.99122,4.12098
NREM,0.00066,5.12,11.23902,9.1161,4.49561
NREM,0.00085,6.36878,12.23805,9.99024,7.11805
REM,0.00061,5.61951,11.23902,9.36585,4.62049
REM,0.00051,5.74439,11.48878,9.74049,4.62049
REM,0.0005,5.74439,11.73854,9.74049,4.62049
REM,0.00096,5.61951,11.61366,9.86537,4.49561
REM,0.00081,7.11805,11.11415,9.99024,7.11805
REM,0.00053,5.74439,11.23902,9.49073,5.61951
REM,0.00071,6.2439,12.86244,10.86439,5.86927
REM,0.00048,5.99415,12.23805,10.11512,6.61854
REM,0.00051,5.61951,11.48878,9.61561,5.61951
REM,0.00044,5.61951,12.11317,10.36488,4.49561
REM,0.00048,5.61951,11.3639,9.49073,4.49561
REM,0.00079,5.74439,11.23902,9.36585,6.74341
REM,0.00068,4.87024,11.48878,8.99122,4.37073
REM,0.00046,5.49463,11.73854,9.99024,5.61951
REM,0.0005,5.74439,10.86439,9.24098,3.62146
REM,0.00052,5.86927,10.98927,9.24098,6.74341
REM,0.00072,6.49366,10.61463,9.24098,8.36683
REM,0.00081,6.2439,11.98829,9.86537,7.74244
REM,0.00054,5.61951,12.61268,9.99024,4.24585
REM,0.00069,5.74439,11.11415,8.99122,6.74341
REM,0.00059,5.61951,11.23902,9.24098,5.61951
REM,0.00057,5.61951,11.61366,9.74049,5.74439
REM,0.00066,6.11902,12.4878,10.24,6.86829
NREM,0.00134,7.3678,13.98634,12.4878,8.61659
NREM,0.00083,6.2439,12.61268,10.86439,6.99317
NREM,0.00059,6.36878,11.61366,10.73951,5.36976
NREM,0.00079,5.74439,12.61268,10.61463,4.74537
NREM,0.00085,5.86927,12.4878,11.3639,4.24585
NREM,0.0009,6.36878,12.23805,10.98927,6.36878
NREM,0.00183,7.24293,11.98829,10.86439,7.9922
NREM,0.00106,6.49366,12.23805,11.23902,4.49561
NREM,0.00085,6.99317,12.98732,11.48878,7.11805
NREM,0.00155,6.36878,12.23805,10.86439,2.62244
NREM,0.00159,6.74341,12.11317,10.86439,6.74341
NREM,0.00161,7.24293,11.73854,10.73951,8.11707
NREM,0.00097,6.86829,12.86244,11.86341,4.49561
NREM,0.00361,7.11805,12.23805,11.11415,10.11512
NREM,0.001,7.11805,12.4878,11.11415,9.1161
NREM,0.00097,6.86829,12.61268,11.86341,5.86927
NREM,0.0011,6.2439,12.11317,10.86439,4.49561
NREM,0.00097,6.36878,12.73756,11.23902,5.36976
NREM,0.00098,5.24488,12.86244,11.11415,4.37073
NREM,0.00119,6.2439,11.86341,11.11415,5.74439
NREM,0.00108,5.86927,12.23805,10.73951,3.9961
NREM,0.0012,6.11902,12.36293,10.86439,4.49561
NREM,0.00115,6.86829,11.61366,10.48976,7.74244
NREM,0.00124,5.86927,11.73854,10.24,5.49463
NREM,0.00129,6.2439,12.11317,11.23902,4.62049
NREM,0.0012,6.74341,12.86244,11.61366,4.62049
NREM,0.00127,5.99415,12.23805,11.23902,4.74537
NREM,0.00106,6.11902,11.98829,10.98927,5.74439
NREM,0.00134,6.49366,12.73756,11.23902,4.74537
NREM,0.00138,6.74341,12.73756,11.11415,7.86732
NREM,0.00149,6.74341,12.36293,11.3639,6.86829
NREM,0.00115,7.24293,11.86341,10.98927,7.49268
NREM,0.0014,7.11805,12.73756,11.23902,8.11707
NREM,0.00208,6.61854,11.86341,11.11415,4.49561
NREM,0.00125,6.61854,12.36293,11.3639,3.87122
NREM,0.00147,6.99317,11.73854,10.61463,8.61659
NREM,0.00198,6.99317,11.73854,10.73951,4.62049
NREM,0.00144,5.99415,12.23805,11.23902,4.12098
NREM,0.00155,6.86829,12.61268,11.73854,3.74634
NREM,0.0017,7.11805,12.4878,11.48878,6.61854
NREM,0.00168,6.61854,11.98829,10.98927,6.61854
NREM,0.0019,6.99317,12.36293,11.3639,7.11805
NREM,0.00193,6.49366,11.98829,10.98927,9.36585
NREM,0.00223,6.61854,11.73854,10.61463,4.12098
NREM,0.00151,6.74341,12.11317,10.98927,9.74049
NREM,0.00163,6.86829,11.3639,10.61463,6.74341
NREM,0.00192,6.61854,11.98829,10.86439,4.24585
NREM,0.0018,6.86829,11.61366,10.86439,3.87122
NREM,0.00182,6.86829,11.73854,10.73951,3.24683
NREM,0.00184,6.74341,11.23902,10.36488,9.1161
NREM,0.00153,7.11805,11.61366,10.73951,6.49366
NREM,0.00181,7.24293,11.11415,10.61463,9.86537
NREM,0.00153,6.74341,11.73854,10.61463,9.86537
NREM,0.00173,6.49366,11.61366,10.61463,6.61854
NREM,0.00159,6.2439,11.11415,10.48976,10.11512
NREM,0.00156,6.49366,11.23902,10.61463,9.74049
NREM,0.002,6.74341,11.11415,10.24,9.86537
NREM,0.00163,6.36878,11.86341,10.73951,3.37171
NREM,0.00174,7.49268,11.3639,10.61463,10.24
NREM,0.00184,6.2439,11.11415,10.36488,2.99707
NREM,0.00174,6.74341,11.11415,10.36488,3.9961
NREM,0.00161,5.61951,11.3639,10.24,3.37171
NREM,0.00158,5.86927,11.23902,10.48976,3.24683
NREM,0.0016,6.2439,10.86439,10.36488,3.9961
NREM,0.00209,5.24488,10.86439,10.11512,4.62049
NREM,0.00153,6.36878,11.3639,10.36488,9.99024
