Sleep_Stage,MeanP_Theta_F4,MedianF_Theta_F4,MeanF_Theta_F4,Spectral Edge_Theta_F4,PeakF_Theta_F4
NREM,0.0006,5.12,10.73951,8.99122,4.49561
NREM,0.00086,5.12,10.48976,8.24195,4.62049
NREM,0.00027,5.86927,11.48878,9.24098,6.2439
NREM,0.00056,4.99512,8.99122,7.61756,5.12
NREM,0.00079,4.99512,10.48976,8.11707,4.37073
NREM,0.00073,4.62049,9.99024,8.24195,2.8722
NREM,0.00061,5.12,10.98927,8.36683,3.9961
NREM,0.00055,5.61951,12.11317,9.49073,6.36878
NREM,0.00052,4.99512,10.11512,8.11707,5.12
NREM,0.00087,5.12,10.86439,7.9922,5.12
REM,0.0005,4.99512,9.61561,8.11707,4.62049
REM,0.0017,2.74732,8.99122,6.61854,1.87317
NREM,0.00039,4.37073,11.61366,8.99122,1.37366
REM,0.00028,5.74439,11.23902,9.24098,6.2439
REM,0.00047,5.36976,10.98927,9.1161,6.74341
REM,0.00045,4.99512,10.86439,8.74146,4.74537
REM,0.00041,5.24488,9.99024,7.9922,5.49463
REM,0.00035,4.49561,9.99024,8.11707,3.24683
REM,0.00034,5.24488,9.86537,8.24195,5.74439
REM,0.00033,5.24488,10.11512,8.74146,6.36878
REM,0.00045,5.49463,9.74049,8.24195,5.61951
REM,0.00034,4.99512,9.86537,8.36683,4.37073
REM,0.00034,4.99512,9.99024,8.36683,3.87122
REM,0.00037,4.87024,10.11512,7.9922,4.99512
REM,0.00032,4.87024,10.11512,8.36683,4.74537
REM,0.00036,5.12,9.74049,7.9922,5.24488
REM,0.00037,4.99512,9.74049,7.86732,4.49561
REM,0.00049,5.36976,8.99122,7.74244,3.9961
REM,0.00044,5.12,9.49073,7.61756,3.74634
REM,0.00044,4.99512,9.61561,7.74244,6.11902
REM,0.00041,5.24488,9.24098,7.86732,5.24488
REM,0.00039,5.24488,10.11512,8.24195,6.74341
REM,0.00049,4.87024,9.74049,7.9922,4.62049
REM,0.0005,5.24488,9.36585,7.86732,4.87024
REM,0.00034,4.99512,10.24,8.36683,3.9961
REM,0.00044,4.87024,10.11512,8.11707,5.12
REM,0.00036,5.12,9.74049,8.24195,4.37073
REM,0.00052,5.36976,9.74049,7.9922,5.86927
REM,0.00046,5.36976,9.24098,7.86732,4.62049
REM,0.00042,4.74537,9.49073,7.74244,4.74537
REM,0.00041,5.12,9.74049,7.9922,5.12
REM,0.00058,4.99512,9.49073,7.86732,5.61951
REM,0.00051,4.87024,9.74049,7.74244,4.87024
REM,0.00041,5.24488,9.61561,7.86732,5.74439
REM,0.00041,5.12,9.86537,7.74244,5.12
REM,0.00033,4.87024,9.99024,8.36683,4.87024
REM,0.00044,4.74537,9.24098,7.74244,4.62049
REM,0.00046,4.74537,9.49073,7.9922,4.87024
REM,0.00035,5.24488,10.61463,8.74146,5.36976
REM,0.00035,4.87024,10.11512,8.36683,4.12098
REM,0.00041,4.99512,9.99024,8.11707,3.49659
REM,0.00048,5.24488,9.49073,8.11707,5.36976
REM,0.00034,5.24488,10.36488,8.36683,5.49463
REM,0.0004,5.24488,9.61561,8.11707,5.86927
REM,0.00069,4.62049,8.61659,7.24293,4.49561
REM,0.00034,5.86927,9.74049,8.11707,5.86927
REM,0.00042,4.87024,9.61561,7.9922,3.62146
REM,0.00037,5.24488,9.86537,8.61659,5.86927
REM,0.0005,5.24488,9.1161,7.86732,5.36976
REM,0.00039,5.36976,9.99024,8.24195,6.2439
REM,0.00045,4.99512,9.1161,7.49268,4.99512
REM,0.00036,4.74537,9.74049,7.74244,4.37073
REM,0.00029,4.87024,12.11317,8.49171,3.49659
REM,0.00038,4.87024,9.86537,7.9922,3.62146
REM,0.00036,5.24488,10.11512,8.11707,3.12195
REM,0.00037,4.99512,10.24,8.49171,5.24488
REM,0.00046,5.12,9.74049,7.74244,3.9961
REM,0.00032,5.49463,10.11512,8.24195,5.74439
REM,0.00037,4.87024,9.86537,7.86732,2.62244
REM,0.00041,5.12,9.99024,8.11707,2.62244
REM,0.00035,4.62049,9.86537,7.86732,5.12
REM,0.00029,4.99512,10.86439,8.49171,3.62146
REM,0.00057,4.74537,10.24,8.36683,4.12098
NREM,0.0003,6.36878,11.98829,10.11512,5.36976
NREM,0.00032,5.36976,11.73854,9.49073,5.36976
NREM,0.00029,6.2439,11.86341,9.61561,7.9922
NREM,0.00039,5.74439,11.3639,8.99122,6.74341
NREM,0.00043,6.11902,11.98829,9.49073,7.61756
NREM,0.00031,6.11902,11.98829,9.99024,6.11902
NREM,0.00074,4.99512,10.86439,8.36683,1.37366
NREM,0.00035,5.36976,11.73854,9.49073,3.74634
NREM,0.00049,4.87024,11.11415,8.74146,4.24585
NREM,0.00033,5.49463,11.23902,8.99122,6.86829
NREM,0.00045,5.36976,10.86439,8.74146,5.86927
NREM,0.00057,4.87024,10.86439,8.36683,4.99512
NREM,0.0005,4.74537,11.11415,8.49171,4.62049
NREM,0.00056,4.49561,11.3639,8.49171,3.62146
NREM,0.00049,4.87024,10.61463,8.49171,4.99512
NREM,0.0007,4.87024,10.36488,8.24195,3.9961
NREM,0.0007,4.99512,10.48976,8.61659,4.24585
NREM,0.00053,4.99512,10.98927,8.74146,4.62049
NREM,0.00059,4.62049,10.86439,7.86732,4.74537
NREM,0.00062,5.24488,11.61366,9.36585,3.74634
NREM,0.00068,4.87024,10.61463,8.61659,4.87024
NREM,0.00071,4.74537,12.11317,10.11512,3.62146
NREM,0.00068,4.74537,10.73951,8.74146,4.37073
NREM,0.00065,4.74537,11.3639,8.61659,5.49463
NREM,0.00096,4.49561,10.48976,8.36683,4.37073
NREM,0.00039,6.2439,12.61268,10.61463,4.62049
NREM,0.00046,5.12,11.48878,9.1161,4.87024
NREM,0.00076,5.74439,10.98927,9.1161,5.86927
NREM,0.00028,5.36976,11.98829,9.86537,4.37073
NREM,0.0006,5.49463,10.61463,8.36683,6.86829
NREM,0.00057,5.12,11.23902,8.86634,3.74634
NREM,0.00053,4.99512,11.11415,8.86634,4.12098
NREM,0.00062,4.99512,10.86439,8.74146,5.49463
NREM,0.00072,4.99512,11.3639,9.24098,4.12098
NREM,0.00075,5.74439,10.86439,9.24098,5.74439
NREM,0.0005,4.99512,10.98927,8.99122,4.49561
NREM,0.00058,4.87024,11.98829,9.74049,3.37171
NREM,0.00066,4.99512,10.98927,9.1161,4.62049
NREM,0.00064,4.74537,11.11415,9.36585,4.37073
NREM,0.00072,4.62049,11.23902,8.99122,4.74537
NREM,0.00089,4.62049,10.73951,8.49171,3.12195
NREM,0.00107,4.37073,10.24,8.24195,3.49659
NREM,0.00085,4.87024,10.36488,8.49171,4.99512
NREM,0.00089,4.62049,10.61463,8.24195,3.87122
NREM,0.00094,4.62049,10.36488,8.36683,3.87122
NREM,0.00099,4.74537,10.11512,7.9922,4.87024
NREM,0.00089,5.12,9.74049,7.86732,5.49463
NREM,0.00098,4.24585,9.99024,8.11707,3.37171
NREM,0.001,4.24585,9.61561,7.74244,5.49463
NREM,0.00099,4.49561,10.48976,8.24195,4.12098
NREM,0.00092,4.74537,9.99024,7.49268,5.12
NREM,0.00114,4.12098,9.61561,7.74244,4.37073
NREM,0.0016,4.87024,9.74049,7.74244,4.12098
NREM,0.00096,4.62049,9.74049,7.74244,4.62049
NREM,0.00103,4.37073,9.61561,7.86732,2.8722
NREM,0.00144,4.49561,9.49073,7.49268,4.87024
NREM,0.00096,4.24585,9.99024,7.74244,3.37171
NREM,0.00088,4.87024,10.24,8.11707,5.24488
NREM,0.00102,4.74537,10.11512,7.86732,4.74537
NREM,0.00094,4.49561,9.86537,7.86732,4.62049
NREM,0.00102,4.24585,10.24,8.11707,4.12098
NREM,0.00111,4.99512,9.74049,8.11707,5.36976
NREM,0.00117,4.49561,9.24098,7.3678,3.12195
NREM,0.00105,4.37073,9.86537,7.61756,4.49561
NREM,0.00135,4.12098,9.49073,7.86732,2.74732
NREM,0.00098,4.99512,10.11512,7.74244,6.2439
NREM,0.00097,4.62049,10.11512,7.9922,4.74537
NREM,0.00104,4.24585,9.99024,7.61756,5.61951
NREM,0.00148,4.37073,9.61561,7.24293,5.36976
NREM,0.00108,4.49561,9.61561,7.9922,3.74634
NREM,0.00135,4.49561,9.49073,7.86732,3.9961
NREM,0.00113,4.37073,9.36585,7.3678,4.24585
NREM,0.00113,4.49561,9.49073,7.74244,3.62146
NREM,0.00109,4.74537,9.49073,7.24293,5.12
NREM,0.00111,4.74537,10.11512,8.11707,3.9961
NREM,0.00228,3.87122,8.99122,6.74341,3.37171
NREM,0.00101,4.37073,9.99024,7.74244,4.49561
NREM,0.00056,4.74537,10.61463,8.86634,3.9961
NREM,0.00071,4.87024,11.48878,9.24098,4.87024
NREM,0.00088,4.87024,9.99024,8.11707,3.24683
NREM,0.00099,4.74537,10.24,8.24195,3.24683
NREM,0.00093,4.37073,10.11512,7.61756,3.24683
NREM,0.00087,4.74537,9.74049,8.11707,5.49463
NREM,0.00112,4.24585,9.74049,7.61756,4.24585
NREM,0.00095,4.62049,9.24098,7.3678,4.99512
NREM,0.00124,4.49561,10.73951,8.24195,4.62049
NREM,0.00089,4.87024,10.61463,8.11707,3.74634
NREM,0.00102,4.62049,10.24,8.11707,3.74634
NREM,0.00048,5.36976,11.23902,9.49073,5.36976
NREM,0.00148,4.24585,10.11512,7.74244,5.12
NREM,0.00056,5.24488,10.98927,9.1161,5.24488
NREM,0.00125,4.62049,10.48976,7.74244,2.99707
NREM,0.00059,5.86927,11.23902,9.24098,4.74537
NREM,0.00053,5.36976,10.86439,9.1161,4.37073
NREM,0.00046,4.99512,11.11415,8.74146,4.74537
NREM,0.00063,5.12,11.73854,9.86537,4.99512
NREM,0.00075,4.87024,10.48976,8.61659,2.74732
NREM,0.0018,3.9961,12.23805,9.1161,4.24585
NREM,0.00037,5.86927,18.2322,14.36098,3.9961
NREM,0.0009,7.9922,14.86049,12.61268,8.99122
NREM,0.00076,7.86732,16.10927,13.86146,9.1161
NREM,0.00082,8.24195,15.98439,14.36098,9.86537
NREM,0.00058,5.99415,16.4839,14.2361,4.62049
NREM,0.00081,6.61854,15.36,12.73756,9.61561
NREM,0.00066,7.9922,17.23317,15.60976,9.36585
NREM,0.00067,6.11902,14.98537,11.98829,3.9961
NREM,0.00089,7.3678,13.73659,10.48976,8.99122
NREM,0.00073,5.61951,15.36,12.11317,4.74537
NREM,0.00054,6.11902,16.10927,12.73756,5.24488
NREM,0.00084,6.49366,15.48488,13.23707,4.12098
NREM,0.00059,5.24488,14.98537,11.98829,4.12098
NREM,0.00087,4.74537,11.73854,9.86537,3.9961
NREM,0.00098,5.24488,13.1122,11.48878,4.12098
NREM,0.00086,5.12,12.23805,11.48878,4.24585
NREM,0.00106,5.36976,12.4878,11.86341,4.12098
NREM,0.00101,4.87024,12.36293,11.3639,3.74634
NREM,0.00173,4.74537,12.11317,11.48878,4.87024
NREM,0.00208,5.36976,12.11317,11.48878,3.9961
NREM,0.0014,5.86927,12.11317,11.73854,3.62146
NREM,0.0017,5.86927,12.61268,11.86341,3.12195
NREM,0.00202,5.49463,12.11317,11.48878,3.9961
NREM,0.00169,5.49463,11.86341,11.3639,3.74634
NREM,0.00162,5.36976,11.98829,11.3639,2.99707
NREM,0.00245,4.99512,12.11317,11.3639,3.24683
NREM,0.00195,6.2439,12.11317,11.61366,4.12098
NREM,0.00291,6.49366,11.98829,11.23902,7.49268
NREM,0.0012,5.49463,13.23707,12.11317,4.49561
NREM,0.00206,5.86927,12.4878,11.98829,3.62146
NREM,0.00113,7.3678,14.48585,13.23707,3.74634
NREM,0.00183,7.61756,12.61268,12.11317,11.73854
NREM,0.00095,7.11805,13.86146,11.48878,8.49171
NREM,0.0012,5.61951,12.4878,11.61366,4.12098
NREM,0.0015,4.74537,12.4878,11.48878,3.49659
NREM,0.00155,5.24488,12.36293,11.73854,3.62146
NREM,0.00185,5.36976,12.36293,11.73854,4.24585
NREM,0.00197,5.61951,12.23805,11.86341,3.37171
NREM,0.00252,7.61756,12.23805,11.86341,9.61561
NREM,0.00264,6.49366,12.73756,12.11317,5.24488
NREM,0.0029,6.11902,11.73854,11.3639,3.9961
NREM,0.00264,5.86927,11.73854,11.3639,3.49659
NREM,0.00301,6.99317,12.11317,11.48878,3.12195
NREM,0.00302,5.61951,11.61366,11.11415,4.12098
NREM,0.00291,5.36976,11.98829,11.48878,2.8722
NREM,0.00287,6.11902,11.86341,11.3639,2.49756
NREM,0.00236,6.49366,11.98829,11.73854,11.86341
NREM,0.00324,6.2439,11.98829,11.61366,4.24585
NREM,0.00318,5.86927,11.61366,11.11415,2.62244
NREM,0.00321,5.61951,12.23805,11.73854,3.37171
NREM,0.00243,4.99512,11.3639,10.73951,4.37073
NREM,0.00342,5.86927,11.86341,11.61366,11.73854
NREM,0.0032,6.99317,11.61366,10.73951,9.99024
NREM,0.00318,5.99415,11.86341,11.3639,4.74537
NREM,0.00311,6.86829,11.86341,11.61366,4.24585
NREM,0.00278,5.12,11.61366,11.11415,2.99707
NREM,0.00373,6.11902,11.48878,10.98927,3.62146
NREM,0.00287,5.99415,11.73854,11.3639,5.74439
NREM,0.00282,5.86927,11.73854,11.3639,4.62049
NREM,0.00455,6.36878,11.11415,10.36488,9.61561
NREM,0.00286,5.24488,11.86341,11.23902,3.37171
NREM,0.0031,5.36976,11.73854,11.11415,4.62049
NREM,0.00428,5.24488,11.61366,10.61463,4.12098
NREM,0.00245,4.49561,12.11317,11.3639,3.87122
NREM,0.00394,4.74537,11.61366,10.86439,3.37171
NREM,0.0029,6.11902,11.61366,11.3639,3.37171
NREM,0.00356,4.62049,11.3639,10.24,4.37073
NREM,0.00352,5.24488,11.86341,11.48878,3.74634
NREM,0.00336,5.86927,11.61366,11.23902,2.99707
NREM,0.00341,5.12,11.48878,11.11415,4.12098
NREM,0.00311,5.86927,11.61366,11.23902,3.24683
NREM,0.00345,5.99415,11.61366,11.23902,4.99512
NREM,0.0035,5.36976,11.11415,10.36488,4.74537
NREM,0.00459,5.99415,11.48878,10.73951,9.86537
NREM,0.00282,5.86927,11.61366,11.23902,3.37171
NREM,0.0033,6.49366,11.61366,10.86439,9.99024
NREM,0.00328,5.86927,11.48878,11.11415,3.9961
NREM,0.00396,5.86927,11.61366,10.98927,4.62049
NREM,0.0025,4.87024,11.48878,10.98927,4.49561
NREM,0.00341,5.36976,11.3639,10.61463,4.37073
NREM,0.00411,5.86927,11.61366,11.11415,4.12098
NREM,0.00315,5.86927,11.48878,10.98927,10.11512
NREM,0.00368,5.86927,11.73854,11.23902,5.86927
NREM,0.00346,5.36976,11.61366,11.11415,3.37171
NREM,0.00336,5.24488,11.3639,10.86439,4.12098
NREM,0.00244,4.99512,11.86341,10.36488,3.62146
NREM,0.00341,6.11902,11.61366,11.23902,2.99707
NREM,0.00348,5.61951,11.48878,11.11415,3.9961
NREM,0.00339,6.61854,11.48878,11.23902,5.12
NREM,0.00461,6.2439,11.48878,10.86439,5.36976
NREM,0.0026,4.99512,11.3639,10.73951,3.12195
NREM,0.0032,5.24488,11.61366,11.11415,4.12098
NREM,0.00375,6.2439,11.61366,11.11415,3.62146
NREM,0.0037,5.61951,11.48878,11.11415,4.87024
NREM,0.00375,5.12,11.3639,10.73951,3.49659
NREM,0.00332,5.86927,11.61366,11.23902,9.99024
NREM,0.00282,5.74439,11.48878,10.73951,3.37171
NREM,0.00322,5.49463,11.3639,10.48976,3.37171
NREM,0.00276,4.99512,11.48878,10.61463,2.74732
NREM,0.00286,5.49463,11.73854,11.23902,5.99415
NREM,0.004,5.24488,11.48878,10.98927,5.12
NREM,0.00332,5.24488,11.48878,11.11415,3.74634
NREM,0.00331,5.49463,11.23902,10.73951,4.24585
NREM,0.00308,5.36976,11.61366,10.98927,4.12098
NREM,0.00272,5.74439,11.61366,11.23902,5.74439
NREM,0.00365,5.49463,11.48878,11.11415,5.49463
NREM,0.00276,5.24488,11.73854,11.11415,4.24585
NREM,0.00354,6.11902,11.11415,10.36488,3.12195
NREM,0.00381,5.86927,11.48878,11.11415,4.49561
NREM,0.00363,5.49463,11.48878,11.11415,4.24585
NREM,0.00297,5.49463,11.61366,10.98927,3.62146
NREM,0.00227,4.87024,11.23902,10.48976,4.87024
NREM,0.00278,5.61951,11.48878,11.11415,2.8722
NREM,0.00293,6.11902,11.61366,10.98927,9.61561
NREM,0.003,5.12,11.73854,11.23902,3.24683
NREM,0.00274,5.86927,11.48878,11.11415,3.87122
NREM,0.00381,5.74439,11.48878,10.98927,4.87024
NREM,0.00324,5.61951,11.3639,10.98927,3.24683
NREM,0.00222,4.87024,11.48878,9.99024,4.87024
NREM,0.00303,5.24488,11.48878,10.73951,4.12098
NREM,0.00302,4.62049,11.3639,10.11512,2.8722
NREM,0.00341,5.49463,11.48878,11.11415,4.99512
NREM,0.00305,4.74537,11.73854,11.23902,4.37073
NREM,0.0027,5.61951,11.61366,11.11415,3.62146
NREM,0.0033,4.99512,11.23902,10.36488,4.37073
NREM,0.00267,4.87024,11.61366,11.23902,2.99707
NREM,0.00303,5.49463,11.61366,10.98927,3.87122
NREM,0.00282,5.61951,11.61366,11.23902,4.87024
NREM,0.00329,5.36976,11.3639,10.98927,4.74537
NREM,0.00273,5.24488,11.11415,10.48976,4.62049
NREM,0.00287,5.74439,11.61366,11.3639,5.12
NREM,0.00313,4.99512,11.48878,10.61463,3.87122
NREM,0.00261,5.12,11.61366,11.11415,4.37073
NREM,0.00297,5.36976,11.23902,10.36488,4.99512
NREM,0.00195,5.12,11.3639,10.24,5.49463
NREM,0.00294,5.24488,11.48878,10.86439,3.12195
NREM,0.00345,5.86927,11.61366,11.23902,4.99512
NREM,0.00334,4.99512,11.48878,10.98927,3.87122
NREM,0.00314,5.61951,11.61366,10.73951,2.74732
NREM,0.00276,5.24488,11.3639,10.86439,4.87024
NREM,0.00309,5.36976,11.48878,11.11415,4.62049
NREM,0.00284,5.61951,11.73854,11.23902,4.49561
NREM,0.00349,5.49463,11.23902,10.86439,4.62049
NREM,0.00238,4.49561,11.61366,9.99024,4.12098
NREM,0.00173,7.11805,14.73561,12.98732,7.24293
NREM,0.00114,5.99415,13.61171,12.11317,4.99512
NREM,0.00191,6.86829,14.11122,12.4878,4.37073
NREM,0.001,5.36976,12.23805,11.61366,3.24683
NREM,0.00174,5.86927,12.73756,11.86341,3.24683
NREM,0.00171,5.99415,12.11317,11.73854,4.12098
NREM,0.00153,5.49463,12.23805,11.48878,3.74634
NREM,0.00264,5.12,13.1122,11.73854,3.87122
NREM,0.00099,5.74439,13.36195,12.11317,3.9961
NREM,0.00185,6.49366,12.61268,11.86341,11.23902
NREM,0.00196,7.24293,11.86341,11.61366,11.3639
NREM,0.00174,6.36878,11.98829,11.3639,3.49659
NREM,0.00208,4.74537,12.11317,11.11415,4.12098
NREM,0.00215,5.49463,12.11317,11.61366,3.24683
NREM,0.00199,4.62049,11.98829,10.98927,3.37171
NREM,0.00149,5.24488,12.11317,11.23902,3.12195
NREM,0.00186,6.11902,11.86341,11.3639,4.12098
NREM,0.00177,5.36976,12.11317,11.61366,3.24683
NREM,0.00231,5.24488,12.11317,11.73854,4.12098
NREM,0.00236,6.11902,11.86341,11.48878,3.87122
NREM,0.00192,5.99415,11.73854,11.3639,4.99512
NREM,0.00266,5.24488,11.86341,11.11415,3.49659
NREM,0.00233,5.99415,12.11317,11.48878,2.8722
NREM,0.00256,6.49366,11.86341,11.61366,3.24683
NREM,0.00245,5.36976,11.73854,11.23902,4.62049
NREM,0.00302,5.86927,11.73854,11.23902,3.12195
NREM,0.00235,4.74537,12.23805,11.61366,3.37171
NREM,0.00199,5.61951,11.86341,11.48878,4.62049
NREM,0.00328,5.12,11.86341,11.11415,2.37268
NREM,0.00147,5.24488,12.4878,11.3639,2.62244
NREM,0.001,5.36976,12.61268,11.3639,4.49561
NREM,0.00096,6.36878,14.73561,12.98732,5.61951
NREM,0.00088,6.11902,12.4878,11.61366,6.36878
NREM,0.00142,6.49366,12.36293,11.73854,3.24683
NREM,0.00187,5.86927,12.23805,11.73854,4.37073
NREM,0.00189,4.87024,11.73854,10.86439,4.12098
NREM,0.00133,5.74439,12.23805,11.61366,4.37073
NREM,0.00258,4.74537,12.11317,11.3639,3.9961
NREM,0.00197,5.61951,12.11317,11.61366,3.74634
NREM,0.00178,5.24488,12.11317,11.3639,3.62146
NREM,0.00205,6.86829,12.11317,11.48878,4.49561
NREM,0.00277,6.36878,11.86341,11.3639,3.24683
NREM,0.00209,5.36976,12.23805,11.61366,2.99707
NREM,0.00168,6.11902,11.98829,11.3639,10.86439
NREM,0.00267,6.11902,11.61366,11.23902,3.24683
NREM,0.00236,6.49366,11.61366,11.3639,11.3639
NREM,0.00221,5.24488,11.98829,11.48878,4.24585
NREM,0.00262,6.36878,11.86341,11.3639,5.99415
NREM,0.00224,5.74439,11.61366,11.11415,4.24585
NREM,0.0029,5.99415,11.73854,11.3639,4.62049
NREM,0.00263,5.74439,11.61366,11.11415,3.62146
NREM,0.00358,6.86829,11.98829,11.61366,4.37073
NREM,0.00318,5.99415,11.11415,10.61463,6.11902
NREM,0.00341,6.11902,11.73854,11.11415,4.74537
NREM,0.00284,5.61951,11.61366,11.11415,2.62244
NREM,0.00276,5.74439,11.98829,11.48878,4.62049
NREM,0.00306,5.61951,11.61366,11.23902,3.74634
NREM,0.00283,6.2439,12.11317,11.61366,3.12195
NREM,0.00413,5.99415,11.3639,10.61463,3.9961
NREM,0.00232,5.99415,11.73854,11.11415,3.37171
NREM,0.00324,5.86927,11.48878,10.98927,4.24585
NREM,0.00324,5.36976,11.61366,10.98927,4.12098
NREM,0.00259,5.61951,11.48878,10.98927,4.24585
NREM,0.00316,5.61951,11.86341,11.3639,3.74634
NREM,0.0035,6.49366,11.61366,11.11415,9.61561
NREM,0.00235,5.61951,11.48878,10.98927,3.24683
NREM,0.00355,4.74537,11.48878,10.61463,3.24683
NREM,0.00288,5.12,11.48878,10.73951,4.74537
NREM,0.00247,5.61951,11.23902,10.11512,5.74439
NREM,0.00464,6.11902,11.48878,11.11415,3.62146
NREM,0.00243,5.99415,11.73854,11.3639,11.48878
NREM,0.00268,5.99415,11.48878,10.98927,4.24585
NREM,0.00293,6.11902,11.3639,10.86439,4.24585
NREM,0.00267,5.61951,11.98829,11.3639,4.24585
NREM,0.00346,5.99415,11.3639,10.98927,2.62244
NREM,0.0028,5.12,11.48878,10.98927,4.37073
NREM,0.00315,5.49463,11.3639,10.86439,2.99707
NREM,0.00344,5.36976,11.61366,11.23902,4.37073
NREM,0.00248,4.74537,11.48878,10.73951,4.24585
NREM,0.00267,5.36976,11.61366,10.98927,4.99512
NREM,0.00268,5.61951,11.48878,10.98927,4.24585
NREM,0.00416,4.24585,11.86341,10.36488,3.9961
NREM,0.00129,6.74341,13.23707,11.23902,7.61756
NREM,0.00092,7.11805,15.48488,14.11122,6.86829
NREM,0.00095,6.49366,13.73659,11.98829,3.49659
NREM,0.00125,5.61951,12.61268,11.86341,3.37171
NREM,0.00124,7.11805,14.61073,13.1122,7.3678
NREM,0.00094,6.86829,14.73561,12.23805,7.9922
NREM,0.00098,5.74439,12.73756,11.86341,4.12098
NREM,0.00166,7.24293,13.73659,12.86244,8.61659
NREM,0.0009,6.36878,13.73659,11.61366,7.86732
NREM,0.00112,5.99415,12.4878,11.98829,2.99707
NREM,0.00147,5.49463,12.86244,11.86341,3.9961
NREM,0.00107,6.2439,12.23805,11.73854,4.99512
NREM,0.00253,7.49268,12.86244,11.86341,3.24683
NREM,0.00146,5.49463,12.73756,11.73854,3.37171
NREM,0.00185,4.62049,12.23805,10.86439,5.12
NREM,0.00086,6.11902,12.86244,12.23805,2.99707
NREM,0.00162,5.24488,12.36293,11.61366,3.87122
NREM,0.00164,5.74439,12.23805,11.61366,11.48878
NREM,0.00195,4.62049,12.4878,11.48878,2.49756
NREM,0.00128,5.61951,12.4878,11.73854,2.8722
NREM,0.00104,6.11902,12.73756,11.98829,3.24683
NREM,0.0009,7.11805,14.2361,11.48878,7.74244
NREM,0.00082,5.12,12.4878,11.61366,3.74634
NREM,0.00128,6.36878,12.98732,12.36293,5.24488
NREM,0.00196,6.86829,13.98634,12.11317,9.74049
NREM,0.00081,6.49366,13.36195,12.36293,4.24585
NREM,0.00098,7.61756,13.48683,12.61268,7.61756
NREM,0.00122,6.11902,12.86244,12.11317,3.24683
NREM,0.00134,4.87024,12.73756,11.86341,3.87122
NREM,0.00177,5.24488,13.1122,11.61366,3.9961
NREM,0.00132,8.36683,12.98732,12.11317,11.3639
NREM,0.00139,5.74439,11.98829,11.48878,3.24683
NREM,0.00135,5.12,12.23805,11.61366,5.12
NREM,0.00189,5.61951,11.86341,11.3639,3.24683
NREM,0.00127,5.49463,12.23805,11.23902,3.49659
NREM,0.00163,7.3678,12.36293,11.73854,2.62244
NREM,0.00145,4.12098,12.61268,11.11415,3.49659
NREM,0.00202,6.74341,12.4878,11.98829,4.12098
NREM,0.00165,5.74439,12.36293,11.61366,3.74634
NREM,0.00242,6.36878,12.11317,11.61366,3.24683
NREM,0.00236,5.74439,11.86341,11.11415,3.74634
NREM,0.00165,5.74439,11.86341,11.11415,3.74634
NREM,0.00181,5.86927,11.48878,10.73951,6.49366
NREM,0.00205,7.3678,12.4878,11.73854,11.23902
NREM,0.00163,6.74341,11.86341,11.48878,5.36976
NREM,0.00262,7.24293,11.61366,11.23902,11.11415
NREM,0.00229,5.61951,12.11317,11.23902,3.62146
NREM,0.00185,5.74439,11.86341,11.11415,2.8722
NREM,0.00376,5.86927,11.61366,11.11415,3.24683
NREM,0.00231,4.87024,12.36293,10.61463,3.87122
NREM,0.00158,5.99415,12.23805,11.61366,4.49561
NREM,0.00172,6.2439,12.36293,11.48878,4.12098
NREM,0.0017,6.61854,11.73854,11.48878,11.23902
NREM,0.00146,5.86927,11.86341,11.3639,3.74634
NREM,0.00218,6.49366,13.23707,12.11317,8.11707
NREM,0.00148,6.86829,14.73561,13.1122,10.24
NREM,0.00125,6.99317,12.61268,12.23805,11.86341
NREM,0.00276,6.36878,12.36293,11.61366,4.62049
NREM,0.00115,7.11805,13.1122,12.36293,3.49659
NREM,0.00164,7.86732,12.11317,11.86341,11.73854
NREM,0.00185,6.36878,11.61366,10.98927,3.87122
NREM,0.00207,6.61854,12.11317,11.61366,4.62049
NREM,0.00166,6.2439,12.11317,11.73854,3.9961
NREM,0.00162,5.36976,12.4878,11.48878,3.9961
NREM,0.00144,6.11902,12.11317,11.3639,2.99707
NREM,0.00227,7.11805,12.73756,11.86341,3.49659
NREM,0.00102,5.61951,12.23805,10.48976,4.24585
NREM,0.00219,5.49463,12.73756,11.86341,3.12195
NREM,0.00173,5.86927,11.98829,11.23902,3.74634
NREM,0.00233,6.2439,12.36293,11.48878,4.37073
NREM,0.00194,6.2439,11.61366,11.23902,3.12195
NREM,0.00233,5.74439,11.86341,11.23902,3.24683
NREM,0.00205,5.74439,11.73854,10.73951,3.74634
NREM,0.00232,6.99317,11.73854,11.3639,11.11415
NREM,0.00251,5.74439,11.73854,11.23902,4.12098
NREM,0.00214,5.12,11.3639,10.48976,3.62146
NREM,0.0022,6.11902,11.86341,11.23902,6.11902
NREM,0.00216,7.11805,12.11317,11.61366,4.74537
NREM,0.00296,4.99512,11.61366,10.86439,4.24585
NREM,0.00203,6.49366,11.86341,11.48878,4.74537
NREM,0.00177,5.12,11.48878,10.86439,4.24585
NREM,0.00277,7.11805,12.36293,11.3639,4.37073
NREM,0.00239,6.2439,11.61366,10.98927,3.37171
NREM,0.0025,6.36878,11.98829,11.3639,4.74537
NREM,0.00199,5.49463,11.61366,10.73951,4.24585
NREM,0.00287,5.86927,11.48878,11.11415,5.49463
NREM,0.00242,5.36976,11.86341,10.98927,2.8722
